Planning_Area,Subzone,Subzone_Lat,Subzone_Long,Hospital_Polyclinic,Hospital_Polyclinic_Lat,Hospital_Polyclinic_Long,Duration (min),WalkTime (min),WalkDistance (m),Transfers,TransitTime (min),Weekend,Peak Hour
Bukit Batok,Bukit Batok Central,1.34799446529,103.750413276,CHOA CHU KANG POLYCLINIC,1.382356,103.752076,20.8,8.73,556.75,1,8.85,1,0
Bukit Batok,Bukit Batok Central,1.34799446529,103.750413276,CHOA CHU KANG POLYCLINIC,1.382356,103.752076,20.92,8.73,556.75,1,8.85,1,0
Bukit Batok,Bukit Batok Central,1.34799446529,103.750413276,CHOA CHU KANG POLYCLINIC,1.382356,103.752076,33.15,13.22,859.84,0,19.93,1,0
Bukit Batok,Bukit Batok Central,1.34799446529,103.750413276,CHOA CHU KANG POLYCLINIC,1.382356,103.752076,19.65,8.73,556.75,1,8.85,1,1
Bukit Batok,Bukit Batok Central,1.34799446529,103.750413276,CHOA CHU KANG POLYCLINIC,1.382356,103.752076,21.9,8.73,556.75,1,8.85,1,1
Bukit Batok,Bukit Batok Central,1.34799446529,103.750413276,CHOA CHU KANG POLYCLINIC,1.382356,103.752076,33.15,13.22,859.84,0,19.93,1,1
Bukit Batok,Bukit Batok Central,1.34799446529,103.750413276,BUKIT PANJANG POLYCLINIC,1.383194,103.760973,27.92,9.02,575.74,1,13.97,0,0
Bukit Batok,Bukit Batok Central,1.34799446529,103.750413276,BUKIT PANJANG POLYCLINIC,1.383194,103.760973,31.1,11.9,742.31,0,19.2,0,0
Bukit Batok,Bukit Batok Central,1.34799446529,103.750413276,BUKIT PANJANG POLYCLINIC,1.383194,103.760973,37.27,4.52,288.44,2,23.55,0,0
Bukit Batok,Bukit Batok Central,1.34799446529,103.750413276,BUKIT PANJANG POLYCLINIC,1.383194,103.760973,25.33,9.02,575.74,1,13.97,0,1
Bukit Batok,Bukit Batok Central,1.34799446529,103.750413276,BUKIT PANJANG POLYCLINIC,1.383194,103.760973,31.1,11.9,742.31,0,19.2,0,1
Bukit Batok,Bukit Batok Central,1.34799446529,103.750413276,BUKIT PANJANG POLYCLINIC,1.383194,103.760973,35.27,4.52,288.44,2,23.55,0,1
Bukit Batok,Bukit Batok Central,1.34799446529,103.750413276,BUKIT PANJANG POLYCLINIC,1.383194,103.760973,27.92,9.02,575.74,1,13.97,1,0
Bukit Batok,Bukit Batok Central,1.34799446529,103.750413276,BUKIT PANJANG POLYCLINIC,1.383194,103.760973,31.1,11.9,742.31,0,19.2,1,0
Bukit Batok,Bukit Batok Central,1.34799446529,103.750413276,BUKIT PANJANG POLYCLINIC,1.383194,103.760973,37.27,4.52,288.44,2,23.55,1,0
Bukit Batok,Bukit Batok Central,1.34799446529,103.750413276,BUKIT PANJANG POLYCLINIC,1.383194,103.760973,25.33,9.02,575.74,1,13.97,1,1
Bukit Batok,Bukit Batok Central,1.34799446529,103.750413276,BUKIT PANJANG POLYCLINIC,1.383194,103.760973,31.1,11.9,742.31,0,19.2,1,1
Bukit Batok,Bukit Batok Central,1.34799446529,103.750413276,BUKIT PANJANG POLYCLINIC,1.383194,103.760973,35.27,4.52,288.44,2,23.55,1,1
Bukit Batok,Bukit Batok East,1.3491364514,103.757537069,BUKIT BATOK POLYCLINIC,1.352161,103.748974,10.8,8.15,528.9,0,2.65,0,0
Bukit Batok,Bukit Batok East,1.3491364514,103.757537069,BUKIT BATOK POLYCLINIC,1.352161,103.748974,11.43,8.53,551.07,0,2.9,0,0
Bukit Batok,Bukit Batok East,1.3491364514,103.757537069,BUKIT BATOK POLYCLINIC,1.352161,103.748974,10.8,8.15,528.9,0,2.65,0,1
Bukit Batok,Bukit Batok East,1.3491364514,103.757537069,BUKIT BATOK POLYCLINIC,1.352161,103.748974,11.43,8.53,551.07,0,2.9,0,1
Bukit Batok,Bukit Batok East,1.3491364514,103.757537069,BUKIT BATOK POLYCLINIC,1.352161,103.748974,10.8,8.15,528.9,0,2.65,1,0
Bukit Batok,Bukit Batok East,1.3491364514,103.757537069,BUKIT BATOK POLYCLINIC,1.352161,103.748974,11.43,8.53,551.07,0,2.9,1,0
Bukit Batok,Bukit Batok East,1.3491364514,103.757537069,BUKIT BATOK POLYCLINIC,1.352161,103.748974,10.8,8.15,528.9,0,2.65,1,1
Bukit Batok,Bukit Batok East,1.3491364514,103.757537069,BUKIT BATOK POLYCLINIC,1.352161,103.748974,11.43,8.53,551.07,0,2.9,1,1
Bukit Batok,Bukit Batok East,1.3491364514,103.757537069,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,22.57,9.45,634.42,0,13.12,0,0
Bukit Batok,Bukit Batok East,1.3491364514,103.757537069,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,27.87,16.45,1075.55,0,11.42,0,0
Bukit Batok,Bukit Batok East,1.3491364514,103.757537069,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,32.62,9.05,581.19,1,20.15,0,0
Bukit Batok,Bukit Batok East,1.3491364514,103.757537069,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,22.57,9.45,634.42,0,13.12,0,1
Bukit Batok,Bukit Batok East,1.3491364514,103.757537069,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,27.87,16.45,1075.55,0,11.42,0,1
Bukit Batok,Bukit Batok East,1.3491364514,103.757537069,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,22.57,9.45,634.42,0,13.12,1,0
Bukit Batok,Bukit Batok East,1.3491364514,103.757537069,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,27.87,16.45,1075.55,0,11.42,1,0
Bukit Batok,Bukit Batok East,1.3491364514,103.757537069,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,32.62,9.05,581.19,1,20.15,1,0
Bukit Batok,Bukit Batok East,1.3491364514,103.757537069,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,22.57,9.45,634.42,0,13.12,1,1
Bukit Batok,Bukit Batok East,1.3491364514,103.757537069,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,27.87,16.45,1075.55,0,11.42,1,1
Bukit Batok,Bukit Batok East,1.3491364514,103.757537069,JURONG POLYCLINIC,1.350189,103.730642,24.33,9.5,591.94,0,14.83,0,0
Bukit Batok,Bukit Batok East,1.3491364514,103.757537069,JURONG POLYCLINIC,1.350189,103.730642,27.82,15.92,1015.38,0,11.9,0,0
Bukit Batok,Bukit Batok East,1.3491364514,103.757537069,JURONG POLYCLINIC,1.350189,103.730642,30.23,5.5,323.66,1,22.1,0,0
Bukit Batok,Bukit Batok East,1.3491364514,103.757537069,JURONG POLYCLINIC,1.350189,103.730642,24.23,8.1,511.28,1,14.07,0,1
Bukit Batok,Bukit Batok East,1.3491364514,103.757537069,JURONG POLYCLINIC,1.350189,103.730642,24.33,9.5,591.94,0,14.83,0,1
Bukit Batok,Bukit Batok East,1.3491364514,103.757537069,JURONG POLYCLINIC,1.350189,103.730642,29.3,9.5,591.94,1,14.32,0,1
Bukit Batok,Bukit Batok East,1.3491364514,103.757537069,JURONG POLYCLINIC,1.350189,103.730642,24.33,9.5,591.94,0,14.83,1,0
Bukit Batok,Bukit Batok East,1.3491364514,103.757537069,JURONG POLYCLINIC,1.350189,103.730642,27.82,15.92,1015.38,0,11.9,1,0
Bukit Batok,Bukit Batok East,1.3491364514,103.757537069,JURONG POLYCLINIC,1.350189,103.730642,30.23,5.5,323.66,1,22.1,1,0
Bukit Batok,Bukit Batok East,1.3491364514,103.757537069,JURONG POLYCLINIC,1.350189,103.730642,24.23,8.1,511.28,1,14.07,1,1
Bukit Batok,Bukit Batok East,1.3491364514,103.757537069,JURONG POLYCLINIC,1.350189,103.730642,24.33,9.5,591.94,0,14.83,1,1
Bukit Batok,Bukit Batok East,1.3491364514,103.757537069,JURONG POLYCLINIC,1.350189,103.730642,29.3,9.5,591.94,1,14.32,1,1
Bukit Batok,Bukit Batok East,1.3491364514,103.757537069,CHOA CHU KANG POLYCLINIC,1.382356,103.752076,31.38,7.55,466.66,1,20.87,0,0
Bukit Batok,Bukit Batok East,1.3491364514,103.757537069,CHOA CHU KANG POLYCLINIC,1.382356,103.752076,31.77,7.55,466.66,1,22.13,0,0
Bukit Batok,Bukit Batok East,1.3491364514,103.757537069,CHOA CHU KANG POLYCLINIC,1.382356,103.752076,32.0,10.85,677.9,0,21.15,0,0
Bukit Batok,Bukit Batok East,1.3491364514,103.757537069,CHOA CHU KANG POLYCLINIC,1.382356,103.752076,27.17,7.55,466.66,1,16.63,0,1
Bukit Batok,Bukit Batok East,1.3491364514,103.757537069,CHOA CHU KANG POLYCLINIC,1.382356,103.752076,31.22,7.55,466.66,1,20.87,0,1
Bukit Batok,Bukit Batok East,1.3491364514,103.757537069,CHOA CHU KANG POLYCLINIC,1.382356,103.752076,32.0,10.85,677.9,0,21.15,0,1
Bukit Batok,Bukit Batok East,1.3491364514,103.757537069,CHOA CHU KANG POLYCLINIC,1.382356,103.752076,31.38,7.55,466.66,1,20.87,1,0
Bukit Batok,Bukit Batok East,1.3491364514,103.757537069,CHOA CHU KANG POLYCLINIC,1.382356,103.752076,31.77,7.55,466.66,1,22.13,1,0
Bukit Batok,Bukit Batok East,1.3491364514,103.757537069,CHOA CHU KANG POLYCLINIC,1.382356,103.752076,32.0,10.85,677.9,0,21.15,1,0
Bukit Batok,Bukit Batok East,1.3491364514,103.757537069,CHOA CHU KANG POLYCLINIC,1.382356,103.752076,27.17,7.55,466.66,1,16.63,1,1
Bukit Batok,Bukit Batok East,1.3491364514,103.757537069,CHOA CHU KANG POLYCLINIC,1.382356,103.752076,31.22,7.55,466.66,1,20.87,1,1
Bukit Batok,Bukit Batok East,1.3491364514,103.757537069,CHOA CHU KANG POLYCLINIC,1.382356,103.752076,32.0,10.85,677.9,0,21.15,1,1
Bukit Batok,Bukit Batok East,1.3491364514,103.757537069,BUKIT PANJANG POLYCLINIC,1.383194,103.760973,25.48,2.75,156.23,1,17.47,0,0
Bukit Batok,Bukit Batok East,1.3491364514,103.757537069,BUKIT PANJANG POLYCLINIC,1.383194,103.760973,25.67,10.13,610.1,0,15.53,0,0
Bukit Batok,Bukit Batok East,1.3491364514,103.757537069,BUKIT PANJANG POLYCLINIC,1.383194,103.760973,26.93,10.13,610.1,0,16.8,0,0
Bukit Batok,Bukit Batok East,1.3491364514,103.757537069,BUKIT PANJANG POLYCLINIC,1.383194,103.760973,21.43,10.13,610.1,0,11.3,0,1
Bukit Batok,Bukit Batok East,1.3491364514,103.757537069,BUKIT PANJANG POLYCLINIC,1.383194,103.760973,22.77,2.75,156.23,1,13.23,0,1
Bukit Batok,Bukit Batok East,1.3491364514,103.757537069,BUKIT PANJANG POLYCLINIC,1.383194,103.760973,26.93,10.13,610.1,0,16.8,0,1
Bukit Batok,Bukit Batok East,1.3491364514,103.757537069,BUKIT PANJANG POLYCLINIC,1.383194,103.760973,25.48,2.75,156.23,1,17.47,1,0
Bukit Batok,Bukit Batok East,1.3491364514,103.757537069,BUKIT PANJANG POLYCLINIC,1.383194,103.760973,25.67,10.13,610.1,0,15.53,1,0
Bukit Batok,Bukit Batok East,1.3491364514,103.757537069,BUKIT PANJANG POLYCLINIC,1.383194,103.760973,26.93,10.13,610.1,0,16.8,1,0
Bukit Batok,Bukit Batok East,1.3491364514,103.757537069,BUKIT PANJANG POLYCLINIC,1.383194,103.760973,21.43,10.13,610.1,0,11.3,1,1
Bukit Batok,Bukit Batok East,1.3491364514,103.757537069,BUKIT PANJANG POLYCLINIC,1.383194,103.760973,22.77,2.75,156.23,1,13.23,1,1
Bukit Batok,Bukit Batok East,1.3491364514,103.757537069,BUKIT PANJANG POLYCLINIC,1.383194,103.760973,26.93,10.13,610.1,0,16.8,1,1
Bukit Batok,Bukit Batok South,1.34103935596,103.758125977,BUKIT BATOK POLYCLINIC,1.352161,103.748974,7.97,2.63,172.22,0,5.33,0,0
Bukit Batok,Bukit Batok South,1.34103935596,103.758125977,BUKIT BATOK POLYCLINIC,1.352161,103.748974,7.97,2.63,172.22,0,5.33,0,1
Bukit Batok,Bukit Batok South,1.34103935596,103.758125977,BUKIT BATOK POLYCLINIC,1.352161,103.748974,7.97,2.63,172.22,0,5.33,1,0
Bukit Batok,Bukit Batok South,1.34103935596,103.758125977,BUKIT BATOK POLYCLINIC,1.352161,103.748974,7.97,2.63,172.22,0,5.33,1,1
Bukit Batok,Bukit Batok South,1.34103935596,103.758125977,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,26.38,14.73,975.68,0,11.65,0,0
Bukit Batok,Bukit Batok South,1.34103935596,103.758125977,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,30.25,10.32,684.99,0,19.93,0,0
Bukit Batok,Bukit Batok South,1.34103935596,103.758125977,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,26.38,14.73,975.68,0,11.65,0,1
Bukit Batok,Bukit Batok South,1.34103935596,103.758125977,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,30.25,10.32,684.99,0,19.93,0,1
Bukit Batok,Bukit Batok South,1.34103935596,103.758125977,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,26.38,14.73,975.68,0,11.65,1,0
Bukit Batok,Bukit Batok South,1.34103935596,103.758125977,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,30.25,10.32,684.99,0,19.93,1,0
Bukit Batok,Bukit Batok South,1.34103935596,103.758125977,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,26.38,14.73,975.68,0,11.65,1,1
Bukit Batok,Bukit Batok South,1.34103935596,103.758125977,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,30.25,10.32,684.99,0,19.93,1,1
Bukit Batok,Bukit Batok South,1.34103935596,103.758125977,JURONG POLYCLINIC,1.350189,103.730642,24.1,3.6,213.09,1,16.75,0,0
Bukit Batok,Bukit Batok South,1.34103935596,103.758125977,JURONG POLYCLINIC,1.350189,103.730642,28.82,5.45,318.61,2,17.47,0,0
Bukit Batok,Bukit Batok South,1.34103935596,103.758125977,JURONG POLYCLINIC,1.350189,103.730642,29.72,5.15,303.0,2,18.43,0,0
Bukit Batok,Bukit Batok South,1.34103935596,103.758125977,JURONG POLYCLINIC,1.350189,103.730642,22.48,3.6,213.09,1,16.77,0,1
Bukit Batok,Bukit Batok South,1.34103935596,103.758125977,JURONG POLYCLINIC,1.350189,103.730642,23.33,3.6,213.09,1,16.78,0,1
Bukit Batok,Bukit Batok South,1.34103935596,103.758125977,JURONG POLYCLINIC,1.350189,103.730642,25.83,3.6,213.09,1,16.75,0,1
Bukit Batok,Bukit Batok South,1.34103935596,103.758125977,JURONG POLYCLINIC,1.350189,103.730642,24.1,3.6,213.09,1,16.75,1,0
Bukit Batok,Bukit Batok South,1.34103935596,103.758125977,JURONG POLYCLINIC,1.350189,103.730642,28.82,5.45,318.61,2,17.47,1,0
Bukit Batok,Bukit Batok South,1.34103935596,103.758125977,JURONG POLYCLINIC,1.350189,103.730642,29.72,5.15,303.0,2,18.43,1,0
Bukit Batok,Bukit Batok South,1.34103935596,103.758125977,JURONG POLYCLINIC,1.350189,103.730642,22.48,3.6,213.09,1,16.77,1,1
Bukit Batok,Bukit Batok South,1.34103935596,103.758125977,JURONG POLYCLINIC,1.350189,103.730642,23.33,3.6,213.09,1,16.78,1,1
Bukit Batok,Bukit Batok South,1.34103935596,103.758125977,JURONG POLYCLINIC,1.350189,103.730642,25.83,3.6,213.09,1,16.75,1,1
Bukit Batok,Bukit Batok South,1.34103935596,103.758125977,CLEMENTI POLYCLINIC,1.312991,103.765878,17.37,4.73,275.9,0,12.63,0,0
Bukit Batok,Bukit Batok South,1.34103935596,103.758125977,CLEMENTI POLYCLINIC,1.312991,103.765878,19.82,10.15,652.7,0,9.67,0,0
Bukit Batok,Bukit Batok South,1.34103935596,103.758125977,CLEMENTI POLYCLINIC,1.312991,103.765878,21.7,7.33,472.78,1,10.38,0,0
Bukit Batok,Bukit Batok South,1.34103935596,103.758125977,CLEMENTI POLYCLINIC,1.312991,103.765878,17.37,4.73,275.9,0,12.63,0,1
Bukit Batok,Bukit Batok South,1.34103935596,103.758125977,CLEMENTI POLYCLINIC,1.312991,103.765878,19.82,10.15,652.7,0,9.67,0,1
Bukit Batok,Bukit Batok South,1.34103935596,103.758125977,CLEMENTI POLYCLINIC,1.312991,103.765878,20.05,4.73,275.9,1,12.12,0,1
Bukit Batok,Bukit Batok South,1.34103935596,103.758125977,CLEMENTI POLYCLINIC,1.312991,103.765878,17.37,4.73,275.9,0,12.63,1,0
Bukit Batok,Bukit Batok South,1.34103935596,103.758125977,CLEMENTI POLYCLINIC,1.312991,103.765878,19.82,10.15,652.7,0,9.67,1,0
Bukit Batok,Bukit Batok South,1.34103935596,103.758125977,CLEMENTI POLYCLINIC,1.312991,103.765878,21.7,7.33,472.78,1,10.38,1,0
Bukit Batok,Bukit Batok South,1.34103935596,103.758125977,CLEMENTI POLYCLINIC,1.312991,103.765878,17.37,4.73,275.9,0,12.63,1,1
Bukit Batok,Bukit Batok South,1.34103935596,103.758125977,CLEMENTI POLYCLINIC,1.312991,103.765878,19.82,10.15,652.7,0,9.67,1,1
Bukit Batok,Bukit Batok South,1.34103935596,103.758125977,CLEMENTI POLYCLINIC,1.312991,103.765878,20.05,4.73,275.9,1,12.12,1,1
Bukit Batok,Bukit Batok South,1.34103935596,103.758125977,CHOA CHU KANG POLYCLINIC,1.382356,103.752076,29.28,9.35,596.28,2,13.93,0,0
Bukit Batok,Bukit Batok South,1.34103935596,103.758125977,CHOA CHU KANG POLYCLINIC,1.382356,103.752076,30.7,5.33,321.22,1,23.33,0,0
Bukit Batok,Bukit Batok South,1.34103935596,103.758125977,CHOA CHU KANG POLYCLINIC,1.382356,103.752076,32.18,9.35,596.28,2,13.95,0,0
Bukit Batok,Bukit Batok South,1.34103935596,103.758125977,CHOA CHU KANG POLYCLINIC,1.382356,103.752076,28.82,9.35,596.28,2,13.95,0,1
Bukit Batok,Bukit Batok South,1.34103935596,103.758125977,CHOA CHU KANG POLYCLINIC,1.382356,103.752076,31.43,11.9,752.12,2,14.18,0,1
Bukit Batok,Bukit Batok South,1.34103935596,103.758125977,CHOA CHU KANG POLYCLINIC,1.382356,103.752076,34.0,11.7,721.68,1,19.32,0,1
Bukit Batok,Bukit Batok South,1.34103935596,103.758125977,CHOA CHU KANG POLYCLINIC,1.382356,103.752076,29.28,9.35,596.28,2,13.93,1,0
Bukit Batok,Bukit Batok South,1.34103935596,103.758125977,CHOA CHU KANG POLYCLINIC,1.382356,103.752076,30.7,5.33,321.22,1,23.33,1,0
Bukit Batok,Bukit Batok South,1.34103935596,103.758125977,CHOA CHU KANG POLYCLINIC,1.382356,103.752076,32.18,9.35,596.28,2,13.95,1,0
Bukit Batok,Bukit Batok South,1.34103935596,103.758125977,CHOA CHU KANG POLYCLINIC,1.382356,103.752076,28.82,9.35,596.28,2,13.95,1,1
Bukit Batok,Bukit Batok South,1.34103935596,103.758125977,CHOA CHU KANG POLYCLINIC,1.382356,103.752076,31.43,11.9,752.12,2,14.18,1,1
Bukit Batok,Bukit Batok South,1.34103935596,103.758125977,CHOA CHU KANG POLYCLINIC,1.382356,103.752076,34.0,11.7,721.68,1,19.32,1,1
Bukit Batok,Bukit Batok West,1.34748014212,103.74225729,BUKIT BATOK POLYCLINIC,1.352161,103.748974,12.78,9.15,576.3,0,3.63,0,0
Bukit Batok,Bukit Batok West,1.34748014212,103.74225729,BUKIT BATOK POLYCLINIC,1.352161,103.748974,14.23,10.35,666.62,0,3.88,0,0
Bukit Batok,Bukit Batok West,1.34748014212,103.74225729,BUKIT BATOK POLYCLINIC,1.352161,103.748974,14.22,10.35,666.62,0,3.87,0,1
Bukit Batok,Bukit Batok West,1.34748014212,103.74225729,BUKIT BATOK POLYCLINIC,1.352161,103.748974,14.72,12.55,794.68,0,2.17,0,1
Bukit Batok,Bukit Batok West,1.34748014212,103.74225729,BUKIT BATOK POLYCLINIC,1.352161,103.748974,12.78,9.15,576.3,0,3.63,1,0
Bukit Batok,Bukit Batok West,1.34748014212,103.74225729,BUKIT BATOK POLYCLINIC,1.352161,103.748974,14.23,10.35,666.62,0,3.88,1,0
Bukit Batok,Bukit Batok West,1.34748014212,103.74225729,BUKIT BATOK POLYCLINIC,1.352161,103.748974,14.22,10.35,666.62,0,3.87,1,1
Bukit Batok,Bukit Batok West,1.34748014212,103.74225729,BUKIT BATOK POLYCLINIC,1.352161,103.748974,14.72,12.55,794.68,0,2.17,1,1
Bukit Batok,Bukit Batok West,1.34748014212,103.74225729,JURONG POLYCLINIC,1.350189,103.730642,15.35,8.3,524.57,0,7.05,0,0
Bukit Batok,Bukit Batok West,1.34748014212,103.74225729,JURONG POLYCLINIC,1.350189,103.730642,15.35,8.3,524.57,0,7.05,0,1
Bukit Batok,Bukit Batok West,1.34748014212,103.74225729,JURONG POLYCLINIC,1.350189,103.730642,15.35,8.3,524.57,0,7.05,1,0
Bukit Batok,Bukit Batok West,1.34748014212,103.74225729,JURONG POLYCLINIC,1.350189,103.730642,15.35,8.3,524.57,0,7.05,1,1
Bukit Batok,Bukit Batok West,1.34748014212,103.74225729,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,23.13,19.27,1248.65,0,3.87,0,0
Bukit Batok,Bukit Batok West,1.34748014212,103.74225729,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,27.07,15.88,1031.88,0,11.18,0,0
Bukit Batok,Bukit Batok West,1.34748014212,103.74225729,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,23.13,19.27,1248.65,0,3.87,0,1
Bukit Batok,Bukit Batok West,1.34748014212,103.74225729,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,24.42,17.87,1152.74,0,6.55,0,1
Bukit Batok,Bukit Batok West,1.34748014212,103.74225729,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,23.13,19.27,1248.65,0,3.87,1,0
Bukit Batok,Bukit Batok West,1.34748014212,103.74225729,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,27.07,15.88,1031.88,0,11.18,1,0
Bukit Batok,Bukit Batok West,1.34748014212,103.74225729,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,23.13,19.27,1248.65,0,3.87,1,1
Bukit Batok,Bukit Batok West,1.34748014212,103.74225729,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,24.42,17.87,1152.74,0,6.55,1,1
Bukit Batok,Bukit Batok West,1.34748014212,103.74225729,CHOA CHU KANG POLYCLINIC,1.382356,103.752076,34.38,13.52,849.94,2,12.02,0,0
Bukit Batok,Bukit Batok West,1.34748014212,103.74225729,CHOA CHU KANG POLYCLINIC,1.382356,103.752076,34.73,14.5,914.88,2,13.93,0,0
Bukit Batok,Bukit Batok West,1.34748014212,103.74225729,CHOA CHU KANG POLYCLINIC,1.382356,103.752076,36.62,10.15,637.48,2,19.17,0,0
Bukit Batok,Bukit Batok West,1.34748014212,103.74225729,CHOA CHU KANG POLYCLINIC,1.382356,103.752076,32.38,13.52,849.94,2,12.02,0,1
Bukit Batok,Bukit Batok West,1.34748014212,103.74225729,CHOA CHU KANG POLYCLINIC,1.382356,103.752076,35.12,10.15,637.48,2,19.17,0,1
Bukit Batok,Bukit Batok West,1.34748014212,103.74225729,CHOA CHU KANG POLYCLINIC,1.382356,103.752076,36.03,17.8,1163.02,1,16.0,0,1
Bukit Batok,Bukit Batok West,1.34748014212,103.74225729,CHOA CHU KANG POLYCLINIC,1.382356,103.752076,34.38,13.52,849.94,2,12.02,1,0
Bukit Batok,Bukit Batok West,1.34748014212,103.74225729,CHOA CHU KANG POLYCLINIC,1.382356,103.752076,34.73,14.5,914.88,2,13.93,1,0
Bukit Batok,Bukit Batok West,1.34748014212,103.74225729,CHOA CHU KANG POLYCLINIC,1.382356,103.752076,36.62,10.15,637.48,2,19.17,1,0
Bukit Batok,Bukit Batok West,1.34748014212,103.74225729,CHOA CHU KANG POLYCLINIC,1.382356,103.752076,32.38,13.52,849.94,2,12.02,1,1
Bukit Batok,Bukit Batok West,1.34748014212,103.74225729,CHOA CHU KANG POLYCLINIC,1.382356,103.752076,35.12,10.15,637.48,2,19.17,1,1
Bukit Batok,Bukit Batok West,1.34748014212,103.74225729,CHOA CHU KANG POLYCLINIC,1.382356,103.752076,36.03,17.8,1163.02,1,16.0,1,1
Bukit Batok,Bukit Batok West,1.34748014212,103.74225729,BUKIT PANJANG POLYCLINIC,1.383194,103.760973,40.77,14.23,889.89,1,23.07,0,0
Bukit Batok,Bukit Batok West,1.34748014212,103.74225729,BUKIT PANJANG POLYCLINIC,1.383194,103.760973,40.78,16.42,1001.89,0,24.37,0,0
Bukit Batok,Bukit Batok West,1.34748014212,103.74225729,BUKIT PANJANG POLYCLINIC,1.383194,103.760973,41.12,14.78,933.87,2,19.07,0,0
Bukit Batok,Bukit Batok West,1.34748014212,103.74225729,BUKIT PANJANG POLYCLINIC,1.383194,103.760973,38.22,15.68,1003.34,2,18.0,0,1
Bukit Batok,Bukit Batok West,1.34748014212,103.74225729,BUKIT PANJANG POLYCLINIC,1.383194,103.760973,39.82,11.18,658.3,2,22.87,0,1
Bukit Batok,Bukit Batok West,1.34748014212,103.74225729,BUKIT PANJANG POLYCLINIC,1.383194,103.760973,40.07,6.97,402.8,2,26.98,0,1
Bukit Batok,Bukit Batok West,1.34748014212,103.74225729,BUKIT PANJANG POLYCLINIC,1.383194,103.760973,40.77,14.23,889.89,1,23.07,1,0
Bukit Batok,Bukit Batok West,1.34748014212,103.74225729,BUKIT PANJANG POLYCLINIC,1.383194,103.760973,40.78,16.42,1001.89,0,24.37,1,0
Bukit Batok,Bukit Batok West,1.34748014212,103.74225729,BUKIT PANJANG POLYCLINIC,1.383194,103.760973,41.12,14.78,933.87,2,19.07,1,0
Bukit Batok,Bukit Batok West,1.34748014212,103.74225729,BUKIT PANJANG POLYCLINIC,1.383194,103.760973,38.22,15.68,1003.34,2,18.0,1,1
Bukit Batok,Bukit Batok West,1.34748014212,103.74225729,BUKIT PANJANG POLYCLINIC,1.383194,103.760973,39.82,11.18,658.3,2,22.87,1,1
Bukit Batok,Bukit Batok West,1.34748014212,103.74225729,BUKIT PANJANG POLYCLINIC,1.383194,103.760973,40.07,6.97,402.8,2,26.98,1,1
Bukit Batok,Gombak,1.36928786794,103.757485597,CHOA CHU KANG POLYCLINIC,1.382356,103.752076,27.45,22.12,1459.76,0,5.33,0,0
Bukit Batok,Gombak,1.36928786794,103.757485597,CHOA CHU KANG POLYCLINIC,1.382356,103.752076,28.0,15.9,1069.68,1,5.83,0,0
Bukit Batok,Gombak,1.36928786794,103.757485597,CHOA CHU KANG POLYCLINIC,1.382356,103.752076,26.18,8.05,505.19,1,10.67,0,1
