"Planning_Area","Subzone","Subzone_Lat","Subzone_Long","Hospital_Polyclinic","Hospital_Polyclinic_Lat","Hospital_Polyclinic_Long","itinerary_num","Duration (min)","WalkTime (min)","WalkDistance (m)","Transfers","TransitTime (min)","first_stop_name","first_stop_long","first_stop_lat","last_stop_name","last_stop_long","last_stop_lat","first_type","last_type"
"Bukit Timah","Hillcrest",1.33315732448,103.808229456,"QUEENSTOWN POLYCLINIC",1.298751,103.801618,0,34.45,20.1,1204.32,0,14.35,"OPP CORONATION PLAZA","103.8102625","1.324695","QUEENSWAY SEC SCH","103.8016176","1.3023685","BUS","BUS"
"Bukit Timah","Hillcrest",1.33315732448,103.808229456,"TAN TOCK SENG HOSPITAL PTE LTD",1.321571,103.845849,0,32.68,23.03,1516.49,1,7.58,"BOTANIC GARDENS MRT STATION","103.8163305","1.322471","no value","no value","no value","SUBWAY","SUBWAY"
"Bukit Timah","Hillcrest",1.33315732448,103.808229456,"KK WOMEN'S AND CHILDREN'S HOSPITAL",1.310712,103.847062,0,35.23,26.82,1749.03,0,8.42,"BOTANIC GARDENS MRT STATION","103.8163305","1.322471","NEWTON MRT STATION","103.8380538","1.3136036","SUBWAY","SUBWAY"
"Bukit Timah","Hillcrest",1.33315732448,103.808229456,"NATIONAL UNIVERSITY HOSPITAL",1.294064,103.782751,0,36.13,20.22,1227.98,1,12.83,"OPP CORONATION PLAZA","103.8102625","1.324695","ONE-NORTH MRT STATION","103.7874454","1.299736","BUS","SUBWAY"
"Bukit Timah","Hillcrest",1.33315732448,103.808229456,"ALEXANDRA HOSPITAL",1.286829,103.802524,0,41.88,17.18,1020.46,1,20.15,"OPP CORONATION PLAZA","103.8102625","1.324695","BLK 166/AFT MEI CHIN RD","103.8020211","1.2901347","BUS","BUS"
"Bukit Timah","Holland Road",1.32705245172,103.783763473,"CLEMENTI POLYCLINIC",1.312991,103.765878,0,52.85,52.85,3564.5,0,0,"no value","no value","no value","no value","no value","no value",NA,NA
"Bukit Timah","Holland Road",1.32705245172,103.783763473,"NATIONAL UNIVERSITY HOSPITAL",1.294064,103.782751,0,40.32,25.4,1719.18,1,12.17,"OPP MOONBEAM WALK","103.7824392","1.3195837","ONE-NORTH MRT STATION","103.7874454","1.299736","BUS","SUBWAY"
"Bukit Timah","Holland Road",1.32705245172,103.783763473,"QUEENSTOWN POLYCLINIC",1.298751,103.801618,0,41.22,24.63,1641.04,1,14.32,"OPP MOONBEAM WALK","103.7824392","1.3195837","C'WEALTH STN EXIT B/C","103.7983817","1.302705","BUS","BUS"
"Bukit Timah","Holland Road",1.32705245172,103.783763473,"NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL",1.334271,103.744626,0,45.9,28.77,1915.07,1,14.9,"AFT PANDAN VALLEY","103.7765344","1.3204917","no value","no value","no value","BUS","SUBWAY"
"Bukit Timah","Holland Road",1.32705245172,103.783763473,"BUKIT BATOK POLYCLINIC",1.352161,103.748974,0,45.77,25.83,1702.89,0,19.93,"THE NEXUS","103.7868911","1.334425","BLK 229","103.754605","1.3485964","BUS","BUS"
"Bukit Timah","Leedon Park",1.316954472,103.796907172,"QUEENSTOWN POLYCLINIC",1.298751,103.801618,0,42.25,42.25,2787.75,0,0,"no value","no value","no value","no value","no value","no value",NA,NA
"Bukit Timah","Leedon Park",1.316954472,103.796907172,"NATIONAL UNIVERSITY HOSPITAL",1.294064,103.782751,0,21.93,17.55,1150.37,0,4.38,"BUONA VISTA MRT STATION","103.7907094","1.3066345","ONE-NORTH MRT STATION","103.7874454","1.299736","SUBWAY","SUBWAY"
"Bukit Timah","Leedon Park",1.316954472,103.796907172,"ALEXANDRA HOSPITAL",1.286829,103.802524,0,29.65,17.98,1185.55,0,11.67,"OPP HOLLAND HILL LODGE","103.8033409","1.3094614","BLK 166/AFT MEI CHIN RD","103.8020211","1.2901347","BUS","BUS"
"Bukit Timah","Leedon Park",1.316954472,103.796907172,"CLEMENTI POLYCLINIC",1.312991,103.765878,0,29.68,21.48,1379.58,1,5.8,"no value","no value","no value","DOVER MRT STATION","103.7785844","1.3114548","SUBWAY","SUBWAY"
"Bukit Timah","Leedon Park",1.316954472,103.796907172,"CLEMENTI POLYCLINIC",1.312991,103.765878,0,29.68,21.48,1379.58,1,5.8,"no value","no value","no value","DOVER MRT STATION","103.7785844","1.3114548","SUBWAY","SUBWAY"
"Bukit Timah","Leedon Park",1.316954472,103.796907172,"SINGHEALTH POLYCLINICS - BUKIT MERAH",1.284206,103.817674,0,35.87,15.27,986.47,1,18.22,"HOLLAND V STN EXIT A","103.796044","1.3110298","BT MERAH SEC SCH","103.8137053","1.2853532","BUS","BUS"
"Bukit Timah","Swiss Club",1.34063686622,103.79231074,"CLEMENTI POLYCLINIC",1.312991,103.765878,0,40.23,21.75,1400.18,0,18.48,"THE NEXUS","103.7868911","1.334425","BLK 410","103.7696099","1.3116952","BUS","BUS"
"Bukit Timah","Swiss Club",1.34063686622,103.79231074,"QUEENSTOWN POLYCLINIC",1.298751,103.801618,0,42.55,21.65,1406.75,0,20.9,"OPP SIXTH AVE STN","103.7965703","1.3317037","QUEENSWAY SEC SCH","103.8016176","1.3023685","BUS","BUS"
"Bukit Timah","Swiss Club",1.34063686622,103.79231074,"BUKIT BATOK POLYCLINIC",1.352161,103.748974,0,42.13,20.98,1380.72,0,21.15,"THE TESSARINA","103.789975","1.3333261","BLK 229","103.754605","1.3485964","BUS","BUS"
"Bukit Timah","Swiss Club",1.34063686622,103.79231074,"NATIONAL UNIVERSITY HOSPITAL",1.294064,103.782751,0,45.7,21.77,1430.41,1,19.38,"OPP SIXTH AVE STN","103.7965703","1.3317037","ONE-NORTH MRT STATION","103.7874454","1.299736","BUS","SUBWAY"
"Bukit Timah","Swiss Club",1.34063686622,103.79231074,"NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL",1.334271,103.744626,0,54.73,26.87,1736.67,1,24.62,"THE NEXUS","103.7868911","1.334425","no value","no value","no value","BUS","SUBWAY"
"Bukit Timah","Ulu Pandan",1.31631697011,103.781297066,"CLEMENTI POLYCLINIC",1.312991,103.765878,0,21.33,11.12,681.8,0,10.22,"PANDAN VALLEY CONDO","103.7796286","1.3208009","BLK 410","103.7696099","1.3116952","BUS","BUS"
"Bukit Timah","Ulu Pandan",1.31631697011,103.781297066,"NATIONAL UNIVERSITY HOSPITAL",1.294064,103.782751,0,23.72,7.97,510.64,2,8.25,"AFT MT SINAI LANE","103.7850416","1.3145319","ONE-NORTH MRT STATION","103.7874454","1.299736","BUS","SUBWAY"
"Bukit Timah","Ulu Pandan",1.31631697011,103.781297066,"QUEENSTOWN POLYCLINIC",1.298751,103.801618,0,24.2,8.8,538.02,1,10.68,"AFT MT SINAI LANE","103.7850416","1.3145319","C'WEALTH STN EXIT B/C","103.7983817","1.302705","BUS","BUS"
"Bukit Timah","Ulu Pandan",1.31631697011,103.781297066,"ALEXANDRA HOSPITAL",1.286829,103.802524,0,32.43,5.2,321.76,1,16.52,"AFT MT SINAI LANE","103.7850416","1.3145319","BLK 166/AFT MEI CHIN RD","103.8020211","1.2901347","BUS","BUS"
"Bukit Timah","Ulu Pandan",1.31631697011,103.781297066,"NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL",1.334271,103.744626,0,34.33,19.05,1230.58,1,13.15,"AFT MT SINAI LANE","103.7850416","1.3145319","CLEMENTI MRT STATION","103.7652135","1.3151999","BUS","SUBWAY"
"Changi","Changi Airport",1.34726454633,104.001006614,"CHANGI GENERAL HOSPITAL",1.340571,103.949908,0,86.82,44.97,3215.24,0,41.85,"AIRFREIGHT TER BLDG","103.9945788","1.3721894","OPP SIMEI STN","103.9535402","1.3421189","BUS","BUS"
"Changi","Changi Airport",1.34726454633,104.001006614,"SINGHEALTH POLYCLINICS - TAMPINES",1.357631,103.946114,0,82.15,44.22,3176.27,0,37.93,"AIRFREIGHT TER BLDG","103.9945788","1.3721894","BLK 233","103.9476691","1.3566033","BUS","BUS"
"Changi","Changi Airport",1.34726454633,104.001006614,"SINGHEALTH POLYCLINICS - PASIR RIS",1.373674,103.948332,0,85.42,46.75,3368.39,0,38.67,"AIRFREIGHT TER BLDG","103.9945788","1.3721894","Opp Pasir Ris Stn Exit A","103.9508126","1.3725433","BUS","BUS"
"Changi","Changi Airport",1.34726454633,104.001006614,"SINGHEALTH POLYCLINICS - BEDOK",1.327443,103.932362,0,101.12,48.27,3463.27,1,48.63,"AIRFREIGHT TER BLDG","103.9945788","1.3721894","BLK 109","103.9343131","1.3321331","BUS","BUS"
"Changi","Changi Airport",1.34726454633,104.001006614,"SINGHEALTH POLYCLINICS - MARINE PARADE",1.302615,103.908394,0,126.38,57.08,3977.82,2,63.23,"AIRFREIGHT TER BLDG","103.9945788","1.3721894","D'ECOSIA","103.9096486","1.3063379","BUS","BUS"
"Changi","Changi Point",1.39031870195,103.982515007,"SINGHEALTH POLYCLINICS - PASIR RIS",1.373674,103.948332,0,35.63,12.78,855.48,0,22.85,"AFT CRANWELL RD","103.9795931","1.3866409","Opp Pasir Ris Stn Exit A","103.9508126","1.3725433","BUS","BUS"
"Changi","Changi Point",1.39031870195,103.982515007,"SINGHEALTH POLYCLINICS - TAMPINES",1.357631,103.946114,0,32.3,5.63,353.2,1,24.55,"AFT TURNHOUSE RD","103.9799278","1.3908593","BLK 233","103.9476691","1.3566033","BUS","BUS"
"Changi","Changi Point",1.39031870195,103.982515007,"CHANGI GENERAL HOSPITAL",1.340571,103.949908,0,39.9,6.38,392.17,1,28.45,"AFT TURNHOUSE RD","103.9799278","1.3908593","OPP SIMEI STN","103.9535402","1.3421189","BUS","BUS"
"Changi","Changi Point",1.39031870195,103.982515007,"SINGHEALTH POLYCLINICS - BEDOK",1.327443,103.932362,0,49.73,5.23,346.9,2,36.45,"AFT TURNHOUSE RD","103.9799278","1.3908593","BLK 139","103.9348131","1.3294089","BUS","BUS"
"Changi","Changi Point",1.39031870195,103.982515007,"SINGHEALTH POLYCLINICS - SENGKANG",1.392945,103.895375,0,59.13,9.08,591.93,1,46.1,"AFT CRANWELL RD","103.9795931","1.3866409","BLK 235","103.8999867","1.3910289","BUS","BUS"
"Changi","Changi West",1.36521738787,103.978751245,"SINGHEALTH POLYCLINICS - PASIR RIS",1.373674,103.948332,0,26.87,6.77,433.37,1,17.97,"LLOYD LEAS WORK REL CAMP","103.9752874","1.3651567","OPP DOWNTOWN EAST","103.9545061","1.3751723","BUS","BUS"
"Changi","Changi West",1.36521738787,103.978751245,"SINGHEALTH POLYCLINICS - TAMPINES",1.357631,103.946114,0,22.63,4.4,279.11,0,18.23,"LLOYD LEAS WORK REL CAMP","103.9752874","1.3651567","BLK 418","103.9475411","1.3584438","BUS","BUS"
"Changi","Changi West",1.36521738787,103.978751245,"CHANGI GENERAL HOSPITAL",1.340571,103.949908,0,27.03,5.15,318.08,1,18.72,"LLOYD LEAS WORK REL CAMP","103.9752874","1.3651567","OPP SIMEI STN","103.9535402","1.3421189","BUS","BUS"
"Changi","Changi West",1.36521738787,103.978751245,"SINGHEALTH POLYCLINICS - BEDOK",1.327443,103.932362,0,41.33,8.45,566.11,2,25.48,"LLOYD LEAS WORK REL CAMP","103.9752874","1.3651567","BLK 109","103.9343131","1.3321331","BUS","BUS"
"Changi","Changi West",1.36521738787,103.978751245,"SINGHEALTH POLYCLINICS - SENGKANG",1.392945,103.895375,0,54.62,3.23,207.68,2,44.85,"LLOYD LEAS WORK REL CAMP","103.9752874","1.3651567","BLK 235","103.8999867","1.3910289","BUS","BUS"
"Choa Chu Kang","Choa Chu Kang Central",1.38500877,103.747645425,"CHOA CHU KANG POLYCLINIC",1.382356,103.752076,0,12.83,12.83,857.91,0,0,"no value","no value","no value","no value","no value","no value",NA,NA
"Choa Chu Kang","Choa Chu Kang Central",1.38500877,103.747645425,"BUKIT PANJANG POLYCLINIC",1.383194,103.760973,0,19.75,12.2,768.98,0,7.55,"SOUTH VIEW LRT STATION","103.745294","1.3802933","BUKIT PANJANG LRT STATION","103.7630772","1.3779261","TRAM","TRAM"
"Choa Chu Kang","Choa Chu Kang Central",1.38500877,103.747645425,"BUKIT BATOK POLYCLINIC",1.352161,103.748974,0,22.63,16.22,1072.97,0,6.42,"BUKIT GOMBAK MRT STATION","103.75188","1.3586119","BUKIT GOMBAK MRT STATION","103.75188","1.3586119","SUBWAY","SUBWAY"
"Choa Chu Kang","Choa Chu Kang Central",1.38500877,103.747645425,"JURONG POLYCLINIC",1.350189,103.730642,0,35.82,14.4,921.04,1,16.62,"BUKIT GOMBAK MRT STATION","103.75188","1.3586119","BLK 347","103.7320538","1.3453324","SUBWAY","BUS"
"Choa Chu Kang","Choa Chu Kang Central",1.38500877,103.747645425,"NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL",1.334271,103.744626,0,23.8,14.05,914.59,0,9.75,"BUKIT GOMBAK MRT STATION","103.75188","1.3586119","BUKIT BATOK MRT STATION","103.7495558","1.348992","SUBWAY","SUBWAY"
"Choa Chu Kang","Choa Chu Kang North",1.39243214095,103.746583904,"CHOA CHU KANG POLYCLINIC",1.382356,103.752076,0,16.13,5.9,366.95,0,10.23,"BLK 702","103.7451547","1.3914472","BLK 204","103.7493057","1.3804845","BUS","BUS"
"Choa Chu Kang","Choa Chu Kang North",1.39243214095,103.746583904,"BUKIT PANJANG POLYCLINIC",1.383194,103.760973,0,17.82,9.53,574.61,0,8.28,"BLK 765","103.7500438","1.3925896","AFT KJE SLIP RD","103.7571777","1.3859202","BUS","BUS"
"Choa Chu Kang","Choa Chu Kang North",1.39243214095,103.746583904,"BUKIT BATOK POLYCLINIC",1.352161,103.748974,0,26.57,10.32,675.29,1,13.92,"BLK 765","103.7500438","1.3925896","BUKIT GOMBAK MRT STATION","103.75188","1.3586119","BUS","SUBWAY"
"Choa Chu Kang","Choa Chu Kang North",1.39243214095,103.746583904,"JURONG POLYCLINIC",1.350189,103.730642,0,38.4,8.5,523.36,2,24.12,"BLK 765","103.7500438","1.3925896","BLK 347","103.7320538","1.3453324","BUS","BUS"
"Choa Chu Kang","Choa Chu Kang North",1.39243214095,103.746583904,"NATIONAL HEALTHCARE GROUP POLYCLINICS - WOODLANDS",1.431026,103.776064,0,26.52,17.77,1123.16,0,8.75,"KRANJI MRT STATION","103.7621452","1.425163","KRANJI MRT STATION","103.7621452","1.425163","SUBWAY","SUBWAY"
"Choa Chu Kang","Keat Hong",1.37549210304,103.746459666,"CHOA CHU KANG POLYCLINIC",1.382356,103.752076,0,19.45,19.45,1271.25,0,0,"no value","no value","no value","no value","no value","no value",NA,NA
"Choa Chu Kang","Keat Hong",1.37549210304,103.746459666,"BUKIT PANJANG POLYCLINIC",1.383194,103.760973,0,19.02,13.83,882.99,0,5.18,"TECK WHYE LRT STATION","103.7537543","1.3766757","BUKIT PANJANG LRT STATION","103.7630772","1.3779261","TRAM","TRAM"
"Choa Chu Kang","Keat Hong",1.37549210304,103.746459666,"BUKIT BATOK POLYCLINIC",1.352161,103.748974,0,30.08,15.98,1070.93,0,14.1,"BLK 113","103.7509355","1.3776985","BLK 306","103.7473069","1.35797","BUS","BUS"
"Choa Chu Kang","Keat Hong",1.37549210304,103.746459666,"JURONG POLYCLINIC",1.350189,103.730642,0,44.88,8.65,545.65,1,31.83,"OPP CHOA CHU KANG MKT","103.7446295","1.3763184","BLK 347","103.7320538","1.3453324","BUS","BUS"
"Choa Chu Kang","Keat Hong",1.37549210304,103.746459666,"NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL",1.334271,103.744626,0,32.45,16.33,1074.81,1,11.63,"SOUTH VIEW LRT STATION","103.745294","1.3802933","BUKIT BATOK MRT STATION","103.7495558","1.348992","TRAM","SUBWAY"
"Choa Chu Kang","Peng Siang",1.37876839977,103.737108379,"CHOA CHU KANG POLYCLINIC",1.382356,103.752076,0,16,7.75,485.69,0,8.25,"BLK 408","103.7397066","1.3791476","OPP BLK 210","103.7485629","1.3830342","BUS","BUS"
"Choa Chu Kang","Peng Siang",1.37876839977,103.737108379,"BUKIT PANJANG POLYCLINIC",1.383194,103.760973,0,22.87,7.78,454.99,1,11.65,"BLK 293","103.7397081","1.3779239","BUKIT PANJANG LRT STATION","103.7630772","1.3779261","BUS","TRAM"
"Choa Chu Kang","Peng Siang",1.37876839977,103.737108379,"BUKIT BATOK POLYCLINIC",1.352161,103.748974,0,33.15,8.85,554.17,0,24.3,"BLK 458B","103.738897","1.3737166","OPP BLK 127","103.7462359","1.3523554","BUS","BUS"
"Choa Chu Kang","Peng Siang",1.37876839977,103.737108379,"JURONG POLYCLINIC",1.350189,103.730642,0,39.3,10.15,608.46,1,25.75,"BLK 458B","103.738897","1.3737166","BLK 347","103.7320538","1.3453324","BUS","BUS"
"Choa Chu Kang","Peng Siang",1.37876839977,103.737108379,"NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL",1.334271,103.744626,0,33.08,10.28,646.81,2,15.9,"BLK 293","103.7397081","1.3779239","BUKIT BATOK MRT STATION","103.7495558","1.348992","BUS","SUBWAY"
"Choa Chu Kang","Teck Whye",1.38158315202,103.754872976,"CHOA CHU KANG POLYCLINIC",1.382356,103.752076,0,5.8,5.8,381.83,0,0,"no value","no value","no value","no value","no value","no value",NA,NA
"Choa Chu Kang","Teck Whye",1.38158315202,103.754872976,"BUKIT PANJANG POLYCLINIC",1.383194,103.760973,0,24.53,24.53,1584.34,0,0,"no value","no value","no value","no value","no value","no value",NA,NA
"Choa Chu Kang","Teck Whye",1.38158315202,103.754872976,"BUKIT BATOK POLYCLINIC",1.352161,103.748974,0,22.33,5.8,362.16,0,16.53,"BLK 157","103.7563546","1.3791087","AFT BT BATOK WEST AVE 5","103.7474937","1.3550467","BUS","BUS"
"Choa Chu Kang","Teck Whye",1.38158315202,103.754872976,"JURONG POLYCLINIC",1.350189,103.730642,0,37.92,8.87,517.44,2,24.03,"BLK 157","103.7563546","1.3791087","BLK 347","103.7320538","1.3453324","BUS","BUS"
"Choa Chu Kang","Teck Whye",1.38158315202,103.754872976,"NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL",1.334271,103.744626,0,27.68,10.37,653.55,1,13.87,"OPP CCK POLYCLINIC","103.7514011","1.38152","BUKIT BATOK MRT STATION","103.7495558","1.348992","BUS","SUBWAY"
"Choa Chu Kang","Yew Tee",1.40068278223,103.747936375,"CHOA CHU KANG POLYCLINIC",1.382356,103.752076,0,20.7,12.32,772.02,1,4.33,"no value","no value","no value","OPP BLK 210","103.7485629","1.3830342","SUBWAY","BUS"
"Choa Chu Kang","Yew Tee",1.40068278223,103.747936375,"CHOA CHU KANG POLYCLINIC",1.382356,103.752076,0,20.7,12.32,772.02,1,4.33,"no value","no value","no value","OPP BLK 210","103.7485629","1.3830342","SUBWAY","BUS"
"Choa Chu Kang","Yew Tee",1.40068278223,103.747936375,"BUKIT PANJANG POLYCLINIC",1.383194,103.760973,0,24.58,12.6,791.01,1,9.45,"no value","no value","no value","BUKIT PANJANG LRT STATION","103.7630772","1.3779261","SUBWAY","TRAM"
"Choa Chu Kang","Yew Tee",1.40068278223,103.747936375,"BUKIT PANJANG POLYCLINIC",1.383194,103.760973,0,24.58,12.6,791.01,1,9.45,"no value","no value","no value","BUKIT PANJANG LRT STATION","103.7630772","1.3779261","SUBWAY","TRAM"
"Choa Chu Kang","Yew Tee",1.40068278223,103.747936375,"NATIONAL HEALTHCARE GROUP POLYCLINICS - WOODLANDS",1.431026,103.776064,0,23,14.25,907.81,0,8.75,"KRANJI MRT STATION","103.7621452","1.425163","KRANJI MRT STATION","103.7621452","1.425163","SUBWAY","SUBWAY"
"Choa Chu Kang","Yew Tee",1.40068278223,103.747936375,"BUKIT BATOK POLYCLINIC",1.352161,103.748974,0,24.28,15.47,1022.45,0,8.82,"CHOA CHU KANG MRT STATION","103.7443785","1.3851111","BUKIT GOMBAK MRT STATION","103.75188","1.3586119","SUBWAY","SUBWAY"
"Choa Chu Kang","Yew Tee",1.40068278223,103.747936375,"JURONG POLYCLINIC",1.350189,103.730642,0,38.72,17.6,1135.83,2,15.33,"CHOA CHU KANG MRT STATION","103.7443785","1.3851111","no value","no value","no value","SUBWAY","BUS"
"Clementi","Clementi Central",1.31206889576,103.763083039,"CLEMENTI POLYCLINIC",1.312991,103.765878,0,6.93,6.93,413.88,0,0,"no value","no value","no value","no value","no value","no value",NA,NA
"Clementi","Clementi Central",1.31206889576,103.763083039,"NATIONAL UNIVERSITY HOSPITAL",1.294064,103.782751,0,18.52,9.82,635.29,0,8.7,"AFT CLEMENTI AVE 2","103.7667704","1.3076632","SIT DOVER","103.7781514","1.3006125","BUS","BUS"
"Clementi","Clementi Central",1.31206889576,103.763083039,"NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL",1.334271,103.744626,0,24.02,11.23,701.56,1,9.5,"REGENT PK","103.7617011","1.3169433","no value","no value","no value","BUS","SUBWAY"
"Clementi","Clementi Central",1.31206889576,103.763083039,"QUEENSTOWN POLYCLINIC",1.298751,103.801618,0,25.33,5.2,323.55,0,20.13,"AFT CLEMENTI AVE 2","103.7667704","1.3076632","C'WEALTH STN EXIT B/C","103.7983817","1.302705","BUS","BUS"
"Clementi","Clementi Central",1.31206889576,103.763083039,"BUKIT BATOK POLYCLINIC",1.352161,103.748974,0,30.27,7.7,478.46,0,22.57,"REGENT PK","103.7617011","1.3169433","BLK 146","103.74484","1.349762","BUS","BUS"
"Clementi","Clementi North",1.31804940924,103.766944797,"CLEMENTI POLYCLINIC",1.312991,103.765878,0,12.37,12.37,802.3,0,0,"no value","no value","no value","no value","no value","no value",NA,NA
"Clementi","Clementi North",1.31804940924,103.766944797,"NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL",1.334271,103.744626,0,18.65,13.98,902.28,0,4.67,"no value","no value","no value","no value","no value","no value","SUBWAY","SUBWAY"
"Clementi","Clementi North",1.31804940924,103.766944797,"NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL",1.334271,103.744626,0,18.65,13.98,902.28,0,4.67,"no value","no value","no value","no value","no value","no value","SUBWAY","SUBWAY"
"Clementi","Clementi North",1.31804940924,103.766944797,"NATIONAL UNIVERSITY HOSPITAL",1.294064,103.782751,0,24.02,13.6,885.22,1,7.23,"DOVER MRT STATION","103.7785844","1.3114548","ONE-NORTH MRT STATION","103.7874454","1.299736","SUBWAY","SUBWAY"
"Clementi","Clementi North",1.31804940924,103.766944797,"BUKIT BATOK POLYCLINIC",1.352161,103.748974,0,26.08,16.15,1060.66,1,7.5,"no value","no value","no value","no value","no value","no value","SUBWAY","SUBWAY"
"Clementi","Clementi North",1.31804940924,103.766944797,"BUKIT BATOK POLYCLINIC",1.352161,103.748974,0,26.08,16.15,1060.66,1,7.5,"no value","no value","no value","no value","no value","no value","SUBWAY","SUBWAY"
"Clementi","Clementi North",1.31804940924,103.766944797,"QUEENSTOWN POLYCLINIC",1.298751,103.801618,0,26.8,14.38,885.13,1,8.47,"DOVER MRT STATION","103.7785844","1.3114548","no value","no value","no value","SUBWAY","BUS"
"Clementi","Clementi West",1.30252192742,103.763091392,"CLEMENTI POLYCLINIC",1.312991,103.765878,0,12.03,8.65,534.61,0,3.38,"BLK 460","103.7674435","1.3114787","BLK 460","103.7674435","1.3114787","BUS","BUS"
"Clementi","Clementi West",1.30252192742,103.763091392,"NATIONAL UNIVERSITY HOSPITAL",1.294064,103.782751,0,21.67,6.87,446.24,1,12.28,"AFT WEST COAST LK","103.7638686","1.2984058","no value","no value","no value","BUS","SUBWAY"
"Clementi","Clementi West",1.30252192742,103.763091392,"NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL",1.334271,103.744626,0,25.33,13.77,871.1,1,9.5,"BLK 460","103.7674435","1.3114787","no value","no value","no value","BUS","SUBWAY"
"Clementi","Clementi West",1.30252192742,103.763091392,"QUEENSTOWN POLYCLINIC",1.298751,103.801618,0,35.65,14.17,853.95,2,13.3,"BLK 460","103.7674435","1.3114787","no value","no value","no value","BUS","BUS"
"Clementi","Clementi West",1.30252192742,103.763091392,"ALEXANDRA HOSPITAL",1.286829,103.802524,0,37.65,10.57,637.69,2,18.9,"BLK 460","103.7674435","1.3114787","BEF IKEA IND BLDG","103.8060909","1.2890312","BUS","BUS"
"Clementi","Clementi Woods",1.30408534204,103.768301552,"CLEMENTI POLYCLINIC",1.312991,103.765878,0,23.15,23.15,1491.57,0,0,"no value","no value","no value","no value","no value","no value",NA,NA
"Clementi","Clementi Woods",1.30408534204,103.768301552,"NATIONAL UNIVERSITY HOSPITAL",1.294064,103.782751,0,38,38,2556.18,0,0,"no value","no value","no value","no value","no value","no value",NA,NA
"Clementi","Clementi Woods",1.30408534204,103.768301552,"QUEENSTOWN POLYCLINIC",1.298751,103.801618,0,25.47,8.98,558.25,0,16.48,"SIT DOVER","103.7781514","1.3006125","C'WEALTH STN EXIT B/C","103.7983817","1.302705","BUS","BUS"
"Clementi","Clementi Woods",1.30408534204,103.768301552,"ALEXANDRA HOSPITAL",1.286829,103.802524,0,28.32,11.38,712.63,1,13.75,"SIT DOVER","103.7781514","1.3006125","ALEXANDRA HOSP","103.8025188","1.2859469","BUS","BUS"
"Clementi","Clementi Woods",1.30408534204,103.768301552,"NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL",1.334271,103.744626,0,25.78,6.45,439.23,1,17.2,"CLEMENTI FLYOVER","103.7660121","1.3081769","no value","no value","no value","BUS","BUS"
"Clementi","Faber",1.32195636355,103.756848658,"CLEMENTI POLYCLINIC",1.312991,103.765878,0,24.2,24.2,1641.89,0,0,"no value","no value","no value","no value","no value","no value",NA,NA
"Clementi","Faber",1.32195636355,103.756848658,"NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL",1.334271,103.744626,0,22.87,15.1,1041.88,0,7.77,"BEF TOH TUCK AVE","103.7591472","1.3242581","THE SYNERGY","103.7482837","1.3300835","BUS","BUS"
"Clementi","Faber",1.32195636355,103.756848658,"BUKIT BATOK POLYCLINIC",1.352161,103.748974,0,35.83,12.43,843.53,1,21.37,"CYCLE & CARRIAGE","103.7475443","1.3225871","OPP BLK 127","103.7462359","1.3523554","BUS","BUS"
"Clementi","Faber",1.32195636355,103.756848658,"NATIONAL UNIVERSITY HOSPITAL",1.294064,103.782751,0,30.68,17.13,1149.98,0,13.55,"OPP NEWEST","103.7576799","1.3177283","SIT DOVER","103.7781514","1.3006125","BUS","BUS"
"Clementi","Faber",1.32195636355,103.756848658,"JURONG POLYCLINIC",1.350189,103.730642,0,29.3,12.03,798.92,0,17.27,"CYCLE & CARRIAGE","103.7475443","1.3225871","BLK 347","103.7320538","1.3453324","BUS","BUS"
"Clementi","Pandan",1.30807010034,103.754503395,"CLEMENTI POLYCLINIC",1.312991,103.765878,0,29.17,29.17,1885.02,0,0,"no value","no value","no value","no value","no value","no value",NA,NA
"Clementi","Pandan",1.30807010034,103.754503395,"NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL",1.334271,103.744626,0,33.43,17.87,1141.91,1,11.47,"BLK 512","103.7599936","1.309683","no value","no value","no value","BUS","SUBWAY"
"Clementi","Pandan",1.30807010034,103.754503395,"NATIONAL UNIVERSITY HOSPITAL",1.294064,103.782751,0,39.1,29.18,1845.31,0,9.92,"BLK 426","103.7634618","1.3117152","SIT DOVER","103.7781514","1.3006125","BUS","BUS"
