"Planning_Area","Subzone","Subzone_Lat","Subzone_Long","Hospital_Polyclinic","Hospital_Polyclinic_Lat","Hospital_Polyclinic_Long","Duration..min.","WalkTime..min.","WalkDistance..m.","Transfers","TransitTime..min.","Heuristic.Distance..km.","Weekend","Peak.Hour"
"Clementi","West Coast",1.316274703,103.7550886,"NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL",1.334271,103.744626,23.75,10.73,715.57,1,10.88,2.31454890296588,0,0
"Clementi","West Coast",1.316274703,103.7550886,"NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL",1.334271,103.744626,26.72,18.95,1237.35,0,7.77,2.31454890296588,0,0
"Clementi","West Coast",1.316274703,103.7550886,"NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL",1.334271,103.744626,24.78,11.4,758.79,1,7.48,2.31454890296588,0,1
"Clementi","West Coast",1.316274703,103.7550886,"NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL",1.334271,103.744626,25.73,16.77,1107.55,0,8.97,2.31454890296588,0,1
"Clementi","West Coast",1.316274703,103.7550886,"NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL",1.334271,103.744626,26.55,14.67,920.32,1,8.8,2.31454890296588,0,1
"Clementi","West Coast",1.316274703,103.7550886,"NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL",1.334271,103.744626,23.35,11.4,758.79,1,7.47,2.31454890296588,1,0
"Clementi","West Coast",1.316274703,103.7550886,"NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL",1.334271,103.744626,23.75,10.73,715.57,1,10.88,2.31454890296588,1,0
"Clementi","West Coast",1.316274703,103.7550886,"NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL",1.334271,103.744626,26.72,18.95,1237.35,0,7.77,2.31454890296588,1,0
"Clementi","West Coast",1.316274703,103.7550886,"NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL",1.334271,103.744626,24.78,11.4,758.79,1,7.48,2.31454890296588,1,1
"Clementi","West Coast",1.316274703,103.7550886,"NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL",1.334271,103.744626,25.73,16.77,1107.55,0,8.97,2.31454890296588,1,1
"Clementi","West Coast",1.316274703,103.7550886,"NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL",1.334271,103.744626,26.55,14.67,920.32,1,8.8,2.31454890296588,1,1
"Clementi","West Coast",1.316274703,103.7550886,"NATIONAL UNIVERSITY HOSPITAL",1.294064,103.782751,27.73,15.88,1033.42,0,11.85,3.94409312294951,0,0
"Clementi","West Coast",1.316274703,103.7550886,"NATIONAL UNIVERSITY HOSPITAL",1.294064,103.782751,27.73,15.88,1033.42,0,11.85,3.94409312294951,0,0
"Clementi","West Coast",1.316274703,103.7550886,"NATIONAL UNIVERSITY HOSPITAL",1.294064,103.782751,35.13,11.55,732.58,1,19.87,3.94409312294951,0,0
"Clementi","West Coast",1.316274703,103.7550886,"NATIONAL UNIVERSITY HOSPITAL",1.294064,103.782751,27.73,15.88,1033.42,0,11.85,3.94409312294951,0,1
"Clementi","West Coast",1.316274703,103.7550886,"NATIONAL UNIVERSITY HOSPITAL",1.294064,103.782751,27.73,15.88,1033.42,0,11.85,3.94409312294951,0,1
"Clementi","West Coast",1.316274703,103.7550886,"NATIONAL UNIVERSITY HOSPITAL",1.294064,103.782751,27.73,15.88,1033.42,0,11.85,3.94409312294951,0,1
"Clementi","West Coast",1.316274703,103.7550886,"NATIONAL UNIVERSITY HOSPITAL",1.294064,103.782751,27.73,15.88,1033.42,0,11.85,3.94409312294951,1,0
"Clementi","West Coast",1.316274703,103.7550886,"NATIONAL UNIVERSITY HOSPITAL",1.294064,103.782751,27.73,15.88,1033.42,0,11.85,3.94409312294951,1,0
"Clementi","West Coast",1.316274703,103.7550886,"NATIONAL UNIVERSITY HOSPITAL",1.294064,103.782751,35.13,11.55,732.58,1,19.87,3.94409312294951,1,0
"Clementi","West Coast",1.316274703,103.7550886,"NATIONAL UNIVERSITY HOSPITAL",1.294064,103.782751,27.73,15.88,1033.42,0,11.85,3.94409312294951,1,1
"Clementi","West Coast",1.316274703,103.7550886,"NATIONAL UNIVERSITY HOSPITAL",1.294064,103.782751,27.73,15.88,1033.42,0,11.85,3.94409312294951,1,1
"Clementi","West Coast",1.316274703,103.7550886,"NATIONAL UNIVERSITY HOSPITAL",1.294064,103.782751,27.73,15.88,1033.42,0,11.85,3.94409312294951,1,1
"Clementi","West Coast",1.316274703,103.7550886,"BUKIT BATOK POLYCLINIC",1.352161,103.748974,35.4,16.83,1078.7,2,11.62,4.04785329715499,0,0
"Clementi","West Coast",1.316274703,103.7550886,"BUKIT BATOK POLYCLINIC",1.352161,103.748974,35.55,10.45,680.26,1,23.07,4.04785329715499,0,0
"Clementi","West Coast",1.316274703,103.7550886,"BUKIT BATOK POLYCLINIC",1.352161,103.748974,36.6,13.72,901.12,0,22.88,4.04785329715499,0,0
"Clementi","West Coast",1.316274703,103.7550886,"BUKIT BATOK POLYCLINIC",1.352161,103.748974,33.6,8.82,572.58,2,17.22,4.04785329715499,0,1
"Clementi","West Coast",1.316274703,103.7550886,"BUKIT BATOK POLYCLINIC",1.352161,103.748974,39.22,11.82,763.19,1,21.37,4.04785329715499,0,1
"Clementi","West Coast",1.316274703,103.7550886,"BUKIT BATOK POLYCLINIC",1.352161,103.748974,40.15,17.75,1203.89,1,20.13,4.04785329715499,0,1
"Clementi","West Coast",1.316274703,103.7550886,"BUKIT BATOK POLYCLINIC",1.352161,103.748974,35.4,16.83,1078.7,2,11.62,4.04785329715499,1,0
"Clementi","West Coast",1.316274703,103.7550886,"BUKIT BATOK POLYCLINIC",1.352161,103.748974,35.55,10.45,680.26,1,23.07,4.04785329715499,1,0
"Clementi","West Coast",1.316274703,103.7550886,"BUKIT BATOK POLYCLINIC",1.352161,103.748974,36.6,13.72,901.12,0,22.88,4.04785329715499,1,0
"Clementi","West Coast",1.316274703,103.7550886,"BUKIT BATOK POLYCLINIC",1.352161,103.748974,33.6,8.82,572.58,2,17.22,4.04785329715499,1,1
"Clementi","West Coast",1.316274703,103.7550886,"BUKIT BATOK POLYCLINIC",1.352161,103.748974,39.22,11.82,763.19,1,21.37,4.04785329715499,1,1
"Clementi","West Coast",1.316274703,103.7550886,"BUKIT BATOK POLYCLINIC",1.352161,103.748974,40.15,17.75,1203.89,1,20.13,4.04785329715499,1,1
"Clementi","West Coast",1.316274703,103.7550886,"JURONG POLYCLINIC",1.350189,103.730642,29.02,10.05,635.65,0,18.97,4.64828341851101,0,0
"Clementi","West Coast",1.316274703,103.7550886,"JURONG POLYCLINIC",1.350189,103.730642,34.62,10.05,635.65,2,17.93,4.64828341851101,0,0
"Clementi","West Coast",1.316274703,103.7550886,"JURONG POLYCLINIC",1.350189,103.730642,35.28,10.05,635.65,2,20.13,4.64828341851101,0,0
"Clementi","West Coast",1.316274703,103.7550886,"JURONG POLYCLINIC",1.350189,103.730642,29.02,10.05,635.65,0,18.97,4.64828341851101,0,1
"Clementi","West Coast",1.316274703,103.7550886,"JURONG POLYCLINIC",1.350189,103.730642,34.12,10.05,635.65,1,18.93,4.64828341851101,0,1
"Clementi","West Coast",1.316274703,103.7550886,"JURONG POLYCLINIC",1.350189,103.730642,29.02,10.05,635.65,0,18.97,4.64828341851101,1,0
"Clementi","West Coast",1.316274703,103.7550886,"JURONG POLYCLINIC",1.350189,103.730642,34.62,10.05,635.65,2,17.93,4.64828341851101,1,0
"Clementi","West Coast",1.316274703,103.7550886,"JURONG POLYCLINIC",1.350189,103.730642,35.28,10.05,635.65,2,20.13,4.64828341851101,1,0
"Clementi","West Coast",1.316274703,103.7550886,"JURONG POLYCLINIC",1.350189,103.730642,29.02,10.05,635.65,0,18.97,4.64828341851101,1,1
"Clementi","West Coast",1.316274703,103.7550886,"JURONG POLYCLINIC",1.350189,103.730642,34.12,10.05,635.65,1,18.93,4.64828341851101,1,1
"Downtown Core","Anson",1.273717913,103.84361,"SINGHEALTH POLYCLINICS - OUTRAM",1.279985,103.83916,14.13,12.82,843.29,0,1.32,0.854604062378594,0,0
"Downtown Core","Anson",1.273717913,103.84361,"SINGHEALTH POLYCLINICS - OUTRAM",1.279985,103.83916,14.6,13.63,868.79,0,0.97,0.854604062378594,0,0
"Downtown Core","Anson",1.273717913,103.84361,"SINGHEALTH POLYCLINICS - OUTRAM",1.279985,103.83916,11.42,8.52,552.79,0,2.9,0.854604062378594,0,1
"Downtown Core","Anson",1.273717913,103.84361,"SINGHEALTH POLYCLINICS - OUTRAM",1.279985,103.83916,14.13,12.82,843.29,0,1.32,0.854604062378594,0,1
"Downtown Core","Anson",1.273717913,103.84361,"SINGHEALTH POLYCLINICS - OUTRAM",1.279985,103.83916,14.13,12.82,843.29,0,1.32,0.854604062378594,1,0
"Downtown Core","Anson",1.273717913,103.84361,"SINGHEALTH POLYCLINICS - OUTRAM",1.279985,103.83916,14.6,13.63,868.79,0,0.97,0.854604062378594,1,0
"Downtown Core","Anson",1.273717913,103.84361,"SINGHEALTH POLYCLINICS - OUTRAM",1.279985,103.83916,11.42,8.52,552.79,0,2.9,0.854604062378594,1,1
"Downtown Core","Anson",1.273717913,103.84361,"SINGHEALTH POLYCLINICS - OUTRAM",1.279985,103.83916,14.13,12.82,843.29,0,1.32,0.854604062378594,1,1
"Downtown Core","Anson",1.273717913,103.84361,"SINGAPORE GENERAL HOSPITAL",1.279673,103.836669,17.23,15.05,955.82,0,2.18,1.01679005744368,0,0
"Downtown Core","Anson",1.273717913,103.84361,"SINGAPORE GENERAL HOSPITAL",1.279673,103.836669,18.38,17.07,1113.44,0,1.32,1.01679005744368,0,0
"Downtown Core","Anson",1.273717913,103.84361,"SINGAPORE GENERAL HOSPITAL",1.279673,103.836669,16.38,13.48,874.28,0,2.9,1.01679005744368,0,1
"Downtown Core","Anson",1.273717913,103.84361,"SINGAPORE GENERAL HOSPITAL",1.279673,103.836669,17.23,15.05,955.82,0,2.18,1.01679005744368,0,1
"Downtown Core","Anson",1.273717913,103.84361,"SINGAPORE GENERAL HOSPITAL",1.279673,103.836669,17.23,15.05,955.82,0,2.18,1.01679005744368,1,0
"Downtown Core","Anson",1.273717913,103.84361,"SINGAPORE GENERAL HOSPITAL",1.279673,103.836669,18.38,17.07,1113.44,0,1.32,1.01679005744368,1,0
"Downtown Core","Anson",1.273717913,103.84361,"SINGAPORE GENERAL HOSPITAL",1.279673,103.836669,16.38,13.48,874.28,0,2.9,1.01679005744368,1,1
"Downtown Core","Anson",1.273717913,103.84361,"SINGAPORE GENERAL HOSPITAL",1.279673,103.836669,17.23,15.05,955.82,0,2.18,1.01679005744368,1,1
"Downtown Core","Anson",1.273717913,103.84361,"SINGHEALTH POLYCLINICS - BUKIT MERAH",1.284206,103.817674,21,9.07,548.47,0,11.93,3.11016193323238,0,0
"Downtown Core","Anson",1.273717913,103.84361,"SINGHEALTH POLYCLINICS - BUKIT MERAH",1.284206,103.817674,24.17,13,805.34,1,8.7,3.11016193323238,0,0
"Downtown Core","Anson",1.273717913,103.84361,"SINGHEALTH POLYCLINICS - BUKIT MERAH",1.284206,103.817674,26.25,4.87,286.16,1,16.75,3.11016193323238,0,0
"Downtown Core","Anson",1.273717913,103.84361,"SINGHEALTH POLYCLINICS - BUKIT MERAH",1.284206,103.817674,21,9.07,548.47,0,11.93,3.11016193323238,0,1
"Downtown Core","Anson",1.273717913,103.84361,"SINGHEALTH POLYCLINICS - BUKIT MERAH",1.284206,103.817674,23.75,4.87,286.16,1,16.75,3.11016193323238,0,1
"Downtown Core","Anson",1.273717913,103.84361,"SINGHEALTH POLYCLINICS - BUKIT MERAH",1.284206,103.817674,24.53,13.83,863.01,0,10.7,3.11016193323238,0,1
"Downtown Core","Anson",1.273717913,103.84361,"SINGHEALTH POLYCLINICS - BUKIT MERAH",1.284206,103.817674,21,9.07,548.47,0,11.93,3.11016193323238,1,0
"Downtown Core","Anson",1.273717913,103.84361,"SINGHEALTH POLYCLINICS - BUKIT MERAH",1.284206,103.817674,24.17,13,805.34,1,8.7,3.11016193323238,1,0
"Downtown Core","Anson",1.273717913,103.84361,"SINGHEALTH POLYCLINICS - BUKIT MERAH",1.284206,103.817674,26.25,4.87,286.16,1,16.75,3.11016193323238,1,0
"Downtown Core","Anson",1.273717913,103.84361,"SINGHEALTH POLYCLINICS - BUKIT MERAH",1.284206,103.817674,21,9.07,548.47,0,11.93,3.11016193323238,1,1
"Downtown Core","Anson",1.273717913,103.84361,"SINGHEALTH POLYCLINICS - BUKIT MERAH",1.284206,103.817674,23.75,4.87,286.16,1,16.75,3.11016193323238,1,1
"Downtown Core","Anson",1.273717913,103.84361,"SINGHEALTH POLYCLINICS - BUKIT MERAH",1.284206,103.817674,24.53,13.83,863.01,0,10.7,3.11016193323238,1,1
"Downtown Core","Anson",1.273717913,103.84361,"KK WOMEN'S AND CHILDREN'S HOSPITAL",1.310712,103.847062,26.17,5.25,346.63,1,18.18,4.13141561371431,0,0
"Downtown Core","Anson",1.273717913,103.84361,"KK WOMEN'S AND CHILDREN'S HOSPITAL",1.310712,103.847062,26.7,8.95,595.53,0,17.75,4.13141561371431,0,0
"Downtown Core","Anson",1.273717913,103.84361,"KK WOMEN'S AND CHILDREN'S HOSPITAL",1.310712,103.847062,26.98,4.47,269.82,1,20.17,4.13141561371431,0,0
"Downtown Core","Anson",1.273717913,103.84361,"KK WOMEN'S AND CHILDREN'S HOSPITAL",1.310712,103.847062,26.48,4.47,269.82,1,19.22,4.13141561371431,0,1
"Downtown Core","Anson",1.273717913,103.84361,"KK WOMEN'S AND CHILDREN'S HOSPITAL",1.310712,103.847062,26.9,5.25,346.63,1,18.2,4.13141561371431,0,1
"Downtown Core","Anson",1.273717913,103.84361,"KK WOMEN'S AND CHILDREN'S HOSPITAL",1.310712,103.847062,27.78,7.85,494.83,0,19.93,4.13141561371431,0,1
"Downtown Core","Anson",1.273717913,103.84361,"KK WOMEN'S AND CHILDREN'S HOSPITAL",1.310712,103.847062,26.17,5.25,346.63,1,18.18,4.13141561371431,1,0
"Downtown Core","Anson",1.273717913,103.84361,"KK WOMEN'S AND CHILDREN'S HOSPITAL",1.310712,103.847062,26.7,8.95,595.53,0,17.75,4.13141561371431,1,0
"Downtown Core","Anson",1.273717913,103.84361,"KK WOMEN'S AND CHILDREN'S HOSPITAL",1.310712,103.847062,26.98,4.47,269.82,1,20.17,4.13141561371431,1,0
"Downtown Core","Anson",1.273717913,103.84361,"KK WOMEN'S AND CHILDREN'S HOSPITAL",1.310712,103.847062,26.48,4.47,269.82,1,19.22,4.13141561371431,1,1
"Downtown Core","Anson",1.273717913,103.84361,"KK WOMEN'S AND CHILDREN'S HOSPITAL",1.310712,103.847062,26.9,5.25,346.63,1,18.2,4.13141561371431,1,1
"Downtown Core","Anson",1.273717913,103.84361,"KK WOMEN'S AND CHILDREN'S HOSPITAL",1.310712,103.847062,27.78,7.85,494.83,0,19.93,4.13141561371431,1,1
"Downtown Core","Anson",1.273717913,103.84361,"ALEXANDRA HOSPITAL",1.286829,103.802524,29.17,12.13,787.9,1,12.07,4.79444528898823,0,0
"Downtown Core","Anson",1.273717913,103.84361,"ALEXANDRA HOSPITAL",1.286829,103.802524,30.65,9.47,584.31,2,13.75,4.79444528898823,0,0
"Downtown Core","Anson",1.273717913,103.84361,"ALEXANDRA HOSPITAL",1.286829,103.802524,34,8.98,541.39,2,19.9,4.79444528898823,0,0
"Downtown Core","Anson",1.273717913,103.84361,"ALEXANDRA HOSPITAL",1.286829,103.802524,28.82,13.1,867.16,1,11.97,4.79444528898823,0,1
"Downtown Core","Anson",1.273717913,103.84361,"ALEXANDRA HOSPITAL",1.286829,103.802524,31.38,14.83,978.65,0,16.55,4.79444528898823,0,1
"Downtown Core","Anson",1.273717913,103.84361,"ALEXANDRA HOSPITAL",1.286829,103.802524,31.83,8.4,541.64,1,21.18,4.79444528898823,0,1
"Downtown Core","Anson",1.273717913,103.84361,"ALEXANDRA HOSPITAL",1.286829,103.802524,29.17,12.13,787.9,1,12.07,4.79444528898823,1,0
"Downtown Core","Anson",1.273717913,103.84361,"ALEXANDRA HOSPITAL",1.286829,103.802524,30.65,9.47,584.31,2,13.75,4.79444528898823,1,0
"Downtown Core","Anson",1.273717913,103.84361,"ALEXANDRA HOSPITAL",1.286829,103.802524,34,8.98,541.39,2,19.9,4.79444528898823,1,0
"Downtown Core","Anson",1.273717913,103.84361,"ALEXANDRA HOSPITAL",1.286829,103.802524,28.82,13.1,867.16,1,11.97,4.79444528898823,1,1
"Downtown Core","Anson",1.273717913,103.84361,"ALEXANDRA HOSPITAL",1.286829,103.802524,31.38,14.83,978.65,0,16.55,4.79444528898823,1,1
"Downtown Core","Anson",1.273717913,103.84361,"ALEXANDRA HOSPITAL",1.286829,103.802524,31.83,8.4,541.64,1,21.18,4.79444528898823,1,1
"Downtown Core","Bayfront",1.283334725,103.8585338,"SINGHEALTH POLYCLINICS - OUTRAM",1.279985,103.83916,19.35,11.58,772.13,1,4.65,2.1857002701324,0,0
"Downtown Core","Bayfront",1.283334725,103.8585338,"SINGHEALTH POLYCLINICS - OUTRAM",1.279985,103.83916,20.75,9.87,656.46,1,7.6,2.1857002701324,0,0
"Downtown Core","Bayfront",1.283334725,103.8585338,"SINGHEALTH POLYCLINICS - OUTRAM",1.279985,103.83916,23.33,8.47,550.35,1,7.92,2.1857002701324,0,0
"Downtown Core","Bayfront",1.283334725,103.8585338,"SINGHEALTH POLYCLINICS - OUTRAM",1.279985,103.83916,18.35,11.58,772.13,1,4.65,2.1857002701324,0,1
"Downtown Core","Bayfront",1.283334725,103.8585338,"SINGHEALTH POLYCLINICS - OUTRAM",1.279985,103.83916,20.38,11.57,746.59,1,6.63,2.1857002701324,0,1
"Downtown Core","Bayfront",1.283334725,103.8585338,"SINGHEALTH POLYCLINICS - OUTRAM",1.279985,103.83916,23.17,5.48,373.83,1,13.57,2.1857002701324,0,1
"Downtown Core","Bayfront",1.283334725,103.8585338,"SINGHEALTH POLYCLINICS - OUTRAM",1.279985,103.83916,19.35,11.58,772.13,1,4.65,2.1857002701324,1,0
"Downtown Core","Bayfront",1.283334725,103.8585338,"SINGHEALTH POLYCLINICS - OUTRAM",1.279985,103.83916,20.75,9.87,656.46,1,7.6,2.1857002701324,1,0
"Downtown Core","Bayfront",1.283334725,103.8585338,"SINGHEALTH POLYCLINICS - OUTRAM",1.279985,103.83916,23.33,8.47,550.35,1,7.92,2.1857002701324,1,0
"Downtown Core","Bayfront",1.283334725,103.8585338,"SINGHEALTH POLYCLINICS - OUTRAM",1.279985,103.83916,18.35,11.58,772.13,1,4.65,2.1857002701324,1,1
"Downtown Core","Bayfront",1.283334725,103.8585338,"SINGHEALTH POLYCLINICS - OUTRAM",1.279985,103.83916,20.38,11.57,746.59,1,6.63,2.1857002701324,1,1
"Downtown Core","Bayfront",1.283334725,103.8585338,"SINGHEALTH POLYCLINICS - OUTRAM",1.279985,103.83916,23.17,5.48,373.83,1,13.57,2.1857002701324,1,1
"Downtown Core","Bayfront",1.283334725,103.8585338,"SINGAPORE GENERAL HOSPITAL",1.279673,103.836669,28.3,13.43,871.84,1,7.92,2.46451355359218,0,0
"Downtown Core","Bayfront",1.283334725,103.8585338,"SINGAPORE GENERAL HOSPITAL",1.279673,103.836669,29.72,26.35,1815.4,0,3.37,2.46451355359218,0,0
"Downtown Core","Bayfront",1.283334725,103.8585338,"SINGAPORE GENERAL HOSPITAL",1.279673,103.836669,24.27,13.98,924.46,1,8.1,2.46451355359218,0,1
"Downtown Core","Bayfront",1.283334725,103.8585338,"SINGAPORE GENERAL HOSPITAL",1.279673,103.836669,29.72,26.35,1815.4,0,3.37,2.46451355359218,0,1
"Downtown Core","Bayfront",1.283334725,103.8585338,"SINGAPORE GENERAL HOSPITAL",1.279673,103.836669,28.3,13.43,871.84,1,7.92,2.46451355359218,1,0
"Downtown Core","Bayfront",1.283334725,103.8585338,"SINGAPORE GENERAL HOSPITAL",1.279673,103.836669,29.72,26.35,1815.4,0,3.37,2.46451355359218,1,0
"Downtown Core","Bayfront",1.283334725,103.8585338,"SINGAPORE GENERAL HOSPITAL",1.279673,103.836669,24.27,13.98,924.46,1,8.1,2.46451355359218,1,1
"Downtown Core","Bayfront",1.283334725,103.8585338,"SINGAPORE GENERAL HOSPITAL",1.279673,103.836669,29.72,26.35,1815.4,0,3.37,2.46451355359218,1,1
"Downtown Core","Bayfront",1.283334725,103.8585338,"KK WOMEN'S AND CHILDREN'S HOSPITAL",1.310712,103.847062,24.17,15.9,1065.63,0,8.27,3.30054180876944,0,0
"Downtown Core","Bayfront",1.283334725,103.8585338,"KK WOMEN'S AND CHILDREN'S HOSPITAL",1.310712,103.847062,24.3,9.45,620.73,1,10.02,3.30054180876944,0,0
"Downtown Core","Bayfront",1.283334725,103.8585338,"KK WOMEN'S AND CHILDREN'S HOSPITAL",1.310712,103.847062,24.92,12.52,819.73,1,9.77,3.30054180876944,0,0
"Downtown Core","Bayfront",1.283334725,103.8585338,"KK WOMEN'S AND CHILDREN'S HOSPITAL",1.310712,103.847062,24.17,15.9,1065.63,0,8.27,3.30054180876944,0,1
"Downtown Core","Bayfront",1.283334725,103.8585338,"KK WOMEN'S AND CHILDREN'S HOSPITAL",1.310712,103.847062,24.3,9.45,620.73,1,10.02,3.30054180876944,0,1
"Downtown Core","Bayfront",1.283334725,103.8585338,"KK WOMEN'S AND CHILDREN'S HOSPITAL",1.310712,103.847062,30.7,7.93,519.3,1,16.02,3.30054180876944,0,1
"Downtown Core","Bayfront",1.283334725,103.8585338,"KK WOMEN'S AND CHILDREN'S HOSPITAL",1.310712,103.847062,24.17,15.9,1065.63,0,8.27,3.30054180876944,1,0
"Downtown Core","Bayfront",1.283334725,103.8585338,"KK WOMEN'S AND CHILDREN'S HOSPITAL",1.310712,103.847062,24.3,9.45,620.73,1,10.02,3.30054180876944,1,0
"Downtown Core","Bayfront",1.283334725,103.8585338,"KK WOMEN'S AND CHILDREN'S HOSPITAL",1.310712,103.847062,24.92,12.52,819.73,1,9.77,3.30054180876944,1,0
"Downtown Core","Bayfront",1.283334725,103.8585338,"KK WOMEN'S AND CHILDREN'S HOSPITAL",1.310712,103.847062,24.17,15.9,1065.63,0,8.27,3.30054180876944,1,1
"Downtown Core","Bayfront",1.283334725,103.8585338,"KK WOMEN'S AND CHILDREN'S HOSPITAL",1.310712,103.847062,24.3,9.45,620.73,1,10.02,3.30054180876944,1,1
"Downtown Core","Bayfront",1.283334725,103.8585338,"KK WOMEN'S AND CHILDREN'S HOSPITAL",1.310712,103.847062,30.7,7.93,519.3,1,16.02,3.30054180876944,1,1
"Downtown Core","Bayfront",1.283334725,103.8585338,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG",1.316859,103.859038,28.37,13.3,862.77,1,11.3,3.72815065921805,0,0
"Downtown Core","Bayfront",1.283334725,103.8585338,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG",1.316859,103.859038,28.98,8.28,548.11,2,15.63,3.72815065921805,0,0
"Downtown Core","Bayfront",1.283334725,103.8585338,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG",1.316859,103.859038,30.32,8.28,548.11,2,15.63,3.72815065921805,0,0
"Downtown Core","Bayfront",1.283334725,103.8585338,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG",1.316859,103.859038,27.08,7.63,506.69,0,19.45,3.72815065921805,0,1
"Downtown Core","Bayfront",1.283334725,103.8585338,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG",1.316859,103.859038,27.12,9.15,608.12,2,12.43,3.72815065921805,0,1
"Downtown Core","Bayfront",1.283334725,103.8585338,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG",1.316859,103.859038,27.12,13.3,862.77,1,11.32,3.72815065921805,0,1
"Downtown Core","Bayfront",1.283334725,103.8585338,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG",1.316859,103.859038,28.37,13.3,862.77,1,11.3,3.72815065921805,1,0
"Downtown Core","Bayfront",1.283334725,103.8585338,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG",1.316859,103.859038,28.98,8.28,548.11,2,15.63,3.72815065921805,1,0
"Downtown Core","Bayfront",1.283334725,103.8585338,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG",1.316859,103.859038,30.32,8.28,548.11,2,15.63,3.72815065921805,1,0
"Downtown Core","Bayfront",1.283334725,103.8585338,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG",1.316859,103.859038,27.08,7.63,506.69,0,19.45,3.72815065921805,1,1
"Downtown Core","Bayfront",1.283334725,103.8585338,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG",1.316859,103.859038,27.12,9.15,608.12,2,12.43,3.72815065921805,1,1
"Downtown Core","Bayfront",1.283334725,103.8585338,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG",1.316859,103.859038,27.12,13.3,862.77,1,11.32,3.72815065921805,1,1
"Downtown Core","Bayfront",1.283334725,103.8585338,"TAN TOCK SENG HOSPITAL PTE LTD",1.321571,103.845849,27.65,12.12,833.09,1,11.27,4.47942208293674,0,0
"Downtown Core","Bayfront",1.283334725,103.8585338,"TAN TOCK SENG HOSPITAL PTE LTD",1.321571,103.845849,28.87,11.28,769.7,1,13.53,4.47942208293674,0,0
"Downtown Core","Bayfront",1.283334725,103.8585338,"TAN TOCK SENG HOSPITAL PTE LTD",1.321571,103.845849,31.28,18.77,1300.37,0,12.52,4.47942208293674,0,0
"Downtown Core","Bayfront",1.283334725,103.8585338,"TAN TOCK SENG HOSPITAL PTE LTD",1.321571,103.845849,25.93,12.12,833.09,1,11.27,4.47942208293674,0,1
"Downtown Core","Bayfront",1.283334725,103.8585338,"TAN TOCK SENG HOSPITAL PTE LTD",1.321571,103.845849,29.13,11.28,769.7,1,13.53,4.47942208293674,0,1
"Downtown Core","Bayfront",1.283334725,103.8585338,"TAN TOCK SENG HOSPITAL PTE LTD",1.321571,103.845849,31.28,18.77,1300.37,0,12.52,4.47942208293674,0,1
"Downtown Core","Bayfront",1.283334725,103.8585338,"TAN TOCK SENG HOSPITAL PTE LTD",1.321571,103.845849,27.65,12.12,833.09,1,11.27,4.47942208293674,1,0
"Downtown Core","Bayfront",1.283334725,103.8585338,"TAN TOCK SENG HOSPITAL PTE LTD",1.321571,103.845849,28.87,11.28,769.7,1,13.53,4.47942208293674,1,0
"Downtown Core","Bayfront",1.283334725,103.8585338,"TAN TOCK SENG HOSPITAL PTE LTD",1.321571,103.845849,31.28,18.77,1300.37,0,12.52,4.47942208293674,1,0
"Downtown Core","Bayfront",1.283334725,103.8585338,"TAN TOCK SENG HOSPITAL PTE LTD",1.321571,103.845849,25.93,12.12,833.09,1,11.27,4.47942208293674,1,1
"Downtown Core","Bayfront",1.283334725,103.8585338,"TAN TOCK SENG HOSPITAL PTE LTD",1.321571,103.845849,29.13,11.28,769.7,1,13.53,4.47942208293674,1,1
"Downtown Core","Bayfront",1.283334725,103.8585338,"TAN TOCK SENG HOSPITAL PTE LTD",1.321571,103.845849,31.28,18.77,1300.37,0,12.52,4.47942208293674,1,1
"Downtown Core","Bugis",1.299145734,103.8560368,"KK WOMEN'S AND CHILDREN'S HOSPITAL",1.310712,103.847062,12.83,6.27,406.68,0,6.57,1.6277196718561,0,0
"Downtown Core","Bugis",1.299145734,103.8560368,"KK WOMEN'S AND CHILDREN'S HOSPITAL",1.310712,103.847062,13.3,6.98,458.58,0,6.32,1.6277196718561,0,0
