Planning_Area,Subzone,Subzone_Lat,Subzone_Long,Hospital_Polyclinic,Hospital_Polyclinic_Lat,Hospital_Polyclinic_Long,Duration (min),WalkTime (min),WalkDistance (m),Transfers,TransitTime (min),Heuristic Distance (km),Weekend,Peak Hour
Jurong West,Yunnan,1.344554282,103.6948787,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,29.87,13.25,843.34,1,14.48,5.64711241265408,0,0
Jurong West,Yunnan,1.344554282,103.6948787,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,27.98,14.62,935.57,1,11.18,5.64711241265408,0,1
Jurong West,Yunnan,1.344554282,103.6948787,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,28.8,13.23,844.39,1,11.92,5.64711241265408,0,1
Jurong West,Yunnan,1.344554282,103.6948787,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,29.25,14.47,916.52,1,12.17,5.64711241265408,0,1
Jurong West,Yunnan,1.344554282,103.6948787,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,27.97,14.62,935.57,1,11.18,5.64711241265408,1,0
Jurong West,Yunnan,1.344554282,103.6948787,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,28.55,13.23,844.39,1,11.92,5.64711241265408,1,0
Jurong West,Yunnan,1.344554282,103.6948787,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,29.87,13.25,843.34,1,14.48,5.64711241265408,1,0
Jurong West,Yunnan,1.344554282,103.6948787,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,27.98,14.62,935.57,1,11.18,5.64711241265408,1,1
Jurong West,Yunnan,1.344554282,103.6948787,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,28.8,13.23,844.39,1,11.92,5.64711241265408,1,1
Jurong West,Yunnan,1.344554282,103.6948787,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,29.25,14.47,916.52,1,12.17,5.64711241265408,1,1
Jurong West,Yunnan,1.344554282,103.6948787,BUKIT BATOK POLYCLINIC,1.352161,103.748974,37.85,8.82,576.46,1,24.92,6.0726514074884,0,0
Jurong West,Yunnan,1.344554282,103.6948787,BUKIT BATOK POLYCLINIC,1.352161,103.748974,39.7,6.1,398.12,1,24.93,6.0726514074884,0,0
Jurong West,Yunnan,1.344554282,103.6948787,BUKIT BATOK POLYCLINIC,1.352161,103.748974,41.32,4.73,312.64,1,32.82,6.0726514074884,0,0
Jurong West,Yunnan,1.344554282,103.6948787,BUKIT BATOK POLYCLINIC,1.352161,103.748974,38.77,7.77,490.71,2,26.13,6.0726514074884,0,1
Jurong West,Yunnan,1.344554282,103.6948787,BUKIT BATOK POLYCLINIC,1.352161,103.748974,39.7,6.1,398.12,1,24.93,6.0726514074884,0,1
Jurong West,Yunnan,1.344554282,103.6948787,BUKIT BATOK POLYCLINIC,1.352161,103.748974,44.17,4.73,312.64,1,33.8,6.0726514074884,0,1
Jurong West,Yunnan,1.344554282,103.6948787,BUKIT BATOK POLYCLINIC,1.352161,103.748974,37.85,8.82,576.46,1,24.92,6.0726514074884,1,0
Jurong West,Yunnan,1.344554282,103.6948787,BUKIT BATOK POLYCLINIC,1.352161,103.748974,39.7,6.1,398.12,1,24.93,6.0726514074884,1,0
Jurong West,Yunnan,1.344554282,103.6948787,BUKIT BATOK POLYCLINIC,1.352161,103.748974,41.32,4.73,312.64,1,32.82,6.0726514074884,1,0
Jurong West,Yunnan,1.344554282,103.6948787,BUKIT BATOK POLYCLINIC,1.352161,103.748974,38.77,7.77,490.71,2,26.13,6.0726514074884,1,1
Jurong West,Yunnan,1.344554282,103.6948787,BUKIT BATOK POLYCLINIC,1.352161,103.748974,39.7,6.1,398.12,1,24.93,6.0726514074884,1,1
Jurong West,Yunnan,1.344554282,103.6948787,BUKIT BATOK POLYCLINIC,1.352161,103.748974,44.17,4.73,312.64,1,33.8,6.0726514074884,1,1
Jurong West,Yunnan,1.344554282,103.6948787,CHOA CHU KANG POLYCLINIC,1.382356,103.752076,53.23,12.12,810.48,2,31.63,7.62204409075819,0,0
Jurong West,Yunnan,1.344554282,103.6948787,CHOA CHU KANG POLYCLINIC,1.382356,103.752076,55.08,7.72,486.84,2,35.77,7.62204409075819,0,0
Jurong West,Yunnan,1.344554282,103.6948787,CHOA CHU KANG POLYCLINIC,1.382356,103.752076,56.42,18.27,1171.17,1,33.58,7.62204409075819,0,0
Jurong West,Yunnan,1.344554282,103.6948787,CHOA CHU KANG POLYCLINIC,1.382356,103.752076,54.58,7.72,486.84,2,35.77,7.62204409075819,0,1
Jurong West,Yunnan,1.344554282,103.6948787,CHOA CHU KANG POLYCLINIC,1.382356,103.752076,57.42,18.27,1171.17,1,33.58,7.62204409075819,0,1
Jurong West,Yunnan,1.344554282,103.6948787,CHOA CHU KANG POLYCLINIC,1.382356,103.752076,58.25,9.42,568.87,2,43.97,7.62204409075819,0,1
Jurong West,Yunnan,1.344554282,103.6948787,CHOA CHU KANG POLYCLINIC,1.382356,103.752076,53.23,12.12,810.48,2,31.63,7.62204409075819,1,0
Jurong West,Yunnan,1.344554282,103.6948787,CHOA CHU KANG POLYCLINIC,1.382356,103.752076,55.08,7.72,486.84,2,35.77,7.62204409075819,1,0
Jurong West,Yunnan,1.344554282,103.6948787,CHOA CHU KANG POLYCLINIC,1.382356,103.752076,56.42,18.27,1171.17,1,33.58,7.62204409075819,1,0
Jurong West,Yunnan,1.344554282,103.6948787,CHOA CHU KANG POLYCLINIC,1.382356,103.752076,54.58,7.72,486.84,2,35.77,7.62204409075819,1,1
Jurong West,Yunnan,1.344554282,103.6948787,CHOA CHU KANG POLYCLINIC,1.382356,103.752076,57.42,18.27,1171.17,1,33.58,7.62204409075819,1,1
Jurong West,Yunnan,1.344554282,103.6948787,CHOA CHU KANG POLYCLINIC,1.382356,103.752076,58.25,9.42,568.87,2,43.97,7.62204409075819,1,1
Kallang,Bendemeer,1.322202273,103.8618562,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,12.55,12.55,799.18,0,0.0,0.671681841894765,0,0
Kallang,Bendemeer,1.322202273,103.8618562,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,12.55,12.55,799.18,0,0.0,0.671681841894765,0,1
Kallang,Bendemeer,1.322202273,103.8618562,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,12.55,12.55,799.18,0,0.0,0.671681841894765,1,0
Kallang,Bendemeer,1.322202273,103.8618562,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,12.55,12.55,799.18,0,0.0,0.671681841894765,1,1
Kallang,Bendemeer,1.322202273,103.8618562,NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH,1.334796,103.858977,25.2,19.85,1262.7,0,5.35,1.43647017132598,0,0
Kallang,Bendemeer,1.322202273,103.8618562,NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH,1.334796,103.858977,28.28,24.17,1541.89,0,4.12,1.43647017132598,0,0
Kallang,Bendemeer,1.322202273,103.8618562,NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH,1.334796,103.858977,25.2,19.85,1262.7,0,5.35,1.43647017132598,0,1
Kallang,Bendemeer,1.322202273,103.8618562,NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH,1.334796,103.858977,28.28,24.17,1541.89,0,4.12,1.43647017132598,0,1
Kallang,Bendemeer,1.322202273,103.8618562,NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH,1.334796,103.858977,25.2,19.85,1262.7,0,5.35,1.43647017132598,1,0
Kallang,Bendemeer,1.322202273,103.8618562,NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH,1.334796,103.858977,28.28,24.17,1541.89,0,4.12,1.43647017132598,1,0
Kallang,Bendemeer,1.322202273,103.8618562,NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH,1.334796,103.858977,25.2,19.85,1262.7,0,5.35,1.43647017132598,1,1
Kallang,Bendemeer,1.322202273,103.8618562,NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH,1.334796,103.858977,28.28,24.17,1541.89,0,4.12,1.43647017132598,1,1
Kallang,Bendemeer,1.322202273,103.8618562,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,27.98,10.85,719.66,1,12.87,1.78082969094645,0,0
Kallang,Bendemeer,1.322202273,103.8618562,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,29.95,20.7,1326.65,0,9.25,1.78082969094645,0,0
Kallang,Bendemeer,1.322202273,103.8618562,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,28.68,24.8,1591.12,0,3.88,1.78082969094645,0,1
Kallang,Bendemeer,1.322202273,103.8618562,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,29.95,20.7,1326.65,0,9.25,1.78082969094645,0,1
Kallang,Bendemeer,1.322202273,103.8618562,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,27.98,10.85,719.66,1,12.87,1.78082969094645,1,0
Kallang,Bendemeer,1.322202273,103.8618562,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,29.95,20.7,1326.65,0,9.25,1.78082969094645,1,0
Kallang,Bendemeer,1.322202273,103.8618562,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,28.68,24.8,1591.12,0,3.88,1.78082969094645,1,1
Kallang,Bendemeer,1.322202273,103.8618562,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,29.95,20.7,1326.65,0,9.25,1.78082969094645,1,1
Kallang,Bendemeer,1.322202273,103.8618562,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,23.75,20.67,1307.32,0,3.08,2.08258094527193,0,0
Kallang,Bendemeer,1.322202273,103.8618562,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,33.38,8.2,503.84,1,19.13,2.08258094527193,0,0
Kallang,Bendemeer,1.322202273,103.8618562,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,23.75,20.67,1307.32,0,3.08,2.08258094527193,0,1
Kallang,Bendemeer,1.322202273,103.8618562,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,36.88,8.2,503.84,1,19.13,2.08258094527193,0,1
Kallang,Bendemeer,1.322202273,103.8618562,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,23.75,20.67,1307.32,0,3.08,2.08258094527193,1,0
Kallang,Bendemeer,1.322202273,103.8618562,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,33.38,8.2,503.84,1,19.13,2.08258094527193,1,0
Kallang,Bendemeer,1.322202273,103.8618562,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,23.75,20.67,1307.32,0,3.08,2.08258094527193,1,1
Kallang,Bendemeer,1.322202273,103.8618562,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,36.88,8.2,503.84,1,19.13,2.08258094527193,1,1
Kallang,Bendemeer,1.322202273,103.8618562,NATIONAL HEALTHCARE GROUP POLYCLINICS - GEYLANG,1.319611,103.887229,28.1,7.4,459.11,1,13.83,2.83525601718066,0,0
Kallang,Bendemeer,1.322202273,103.8618562,NATIONAL HEALTHCARE GROUP POLYCLINICS - GEYLANG,1.319611,103.887229,28.63,7.4,459.11,1,19.2,2.83525601718066,0,0
Kallang,Bendemeer,1.322202273,103.8618562,NATIONAL HEALTHCARE GROUP POLYCLINICS - GEYLANG,1.319611,103.887229,31.02,20.08,1282.72,0,10.93,2.83525601718066,0,0
Kallang,Bendemeer,1.322202273,103.8618562,NATIONAL HEALTHCARE GROUP POLYCLINICS - GEYLANG,1.319611,103.887229,25.07,10.63,682.78,1,12.37,2.83525601718066,0,1
Kallang,Bendemeer,1.322202273,103.8618562,NATIONAL HEALTHCARE GROUP POLYCLINICS - GEYLANG,1.319611,103.887229,27.93,9.45,587.41,1,15.28,2.83525601718066,0,1
Kallang,Bendemeer,1.322202273,103.8618562,NATIONAL HEALTHCARE GROUP POLYCLINICS - GEYLANG,1.319611,103.887229,29.9,18.48,1163.67,0,11.42,2.83525601718066,0,1
Kallang,Bendemeer,1.322202273,103.8618562,NATIONAL HEALTHCARE GROUP POLYCLINICS - GEYLANG,1.319611,103.887229,28.1,7.4,459.11,1,13.83,2.83525601718066,1,0
Kallang,Bendemeer,1.322202273,103.8618562,NATIONAL HEALTHCARE GROUP POLYCLINICS - GEYLANG,1.319611,103.887229,28.63,7.4,459.11,1,19.2,2.83525601718066,1,0
Kallang,Bendemeer,1.322202273,103.8618562,NATIONAL HEALTHCARE GROUP POLYCLINICS - GEYLANG,1.319611,103.887229,31.02,20.08,1282.72,0,10.93,2.83525601718066,1,0
Kallang,Bendemeer,1.322202273,103.8618562,NATIONAL HEALTHCARE GROUP POLYCLINICS - GEYLANG,1.319611,103.887229,25.07,10.63,682.78,1,12.37,2.83525601718066,1,1
Kallang,Bendemeer,1.322202273,103.8618562,NATIONAL HEALTHCARE GROUP POLYCLINICS - GEYLANG,1.319611,103.887229,27.93,9.45,587.41,1,15.28,2.83525601718066,1,1
Kallang,Bendemeer,1.322202273,103.8618562,NATIONAL HEALTHCARE GROUP POLYCLINICS - GEYLANG,1.319611,103.887229,29.9,18.48,1163.67,0,11.42,2.83525601718066,1,1
Kallang,Boon Keng,1.314884157,103.8723006,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,16.38,13.0,820.03,0,3.38,1.49060854633119,0,0
Kallang,Boon Keng,1.314884157,103.8723006,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,16.6,7.35,478.05,0,9.25,1.49060854633119,0,0
Kallang,Boon Keng,1.314884157,103.8723006,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,16.38,13.0,820.03,0,3.38,1.49060854633119,0,1
Kallang,Boon Keng,1.314884157,103.8723006,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,16.6,7.35,478.05,0,9.25,1.49060854633119,0,1
Kallang,Boon Keng,1.314884157,103.8723006,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,16.38,13.0,820.03,0,3.38,1.49060854633119,1,0
Kallang,Boon Keng,1.314884157,103.8723006,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,16.6,7.35,478.05,0,9.25,1.49060854633119,1,0
Kallang,Boon Keng,1.314884157,103.8723006,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,16.38,13.0,820.03,0,3.38,1.49060854633119,1,1
Kallang,Boon Keng,1.314884157,103.8723006,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,16.6,7.35,478.05,0,9.25,1.49060854633119,1,1
Kallang,Boon Keng,1.314884157,103.8723006,NATIONAL HEALTHCARE GROUP POLYCLINICS - GEYLANG,1.319611,103.887229,21.3,14.98,913.94,0,6.32,1.7407685621002,0,0
Kallang,Boon Keng,1.314884157,103.8723006,NATIONAL HEALTHCARE GROUP POLYCLINICS - GEYLANG,1.319611,103.887229,21.3,14.98,913.94,0,6.32,1.7407685621002,0,0
Kallang,Boon Keng,1.314884157,103.8723006,NATIONAL HEALTHCARE GROUP POLYCLINICS - GEYLANG,1.319611,103.887229,23.28,18.18,1104.44,0,5.1,1.7407685621002,0,0
Kallang,Boon Keng,1.314884157,103.8723006,NATIONAL HEALTHCARE GROUP POLYCLINICS - GEYLANG,1.319611,103.887229,16.88,10.33,623.55,0,6.55,1.7407685621002,0,1
Kallang,Boon Keng,1.314884157,103.8723006,NATIONAL HEALTHCARE GROUP POLYCLINICS - GEYLANG,1.319611,103.887229,21.3,14.98,913.94,0,6.32,1.7407685621002,0,1
Kallang,Boon Keng,1.314884157,103.8723006,NATIONAL HEALTHCARE GROUP POLYCLINICS - GEYLANG,1.319611,103.887229,21.3,14.98,913.94,0,6.32,1.7407685621002,0,1
Kallang,Boon Keng,1.314884157,103.8723006,NATIONAL HEALTHCARE GROUP POLYCLINICS - GEYLANG,1.319611,103.887229,21.3,14.98,913.94,0,6.32,1.7407685621002,1,0
Kallang,Boon Keng,1.314884157,103.8723006,NATIONAL HEALTHCARE GROUP POLYCLINICS - GEYLANG,1.319611,103.887229,21.3,14.98,913.94,0,6.32,1.7407685621002,1,0
Kallang,Boon Keng,1.314884157,103.8723006,NATIONAL HEALTHCARE GROUP POLYCLINICS - GEYLANG,1.319611,103.887229,23.28,18.18,1104.44,0,5.1,1.7407685621002,1,0
Kallang,Boon Keng,1.314884157,103.8723006,NATIONAL HEALTHCARE GROUP POLYCLINICS - GEYLANG,1.319611,103.887229,16.88,10.33,623.55,0,6.55,1.7407685621002,1,1
Kallang,Boon Keng,1.314884157,103.8723006,NATIONAL HEALTHCARE GROUP POLYCLINICS - GEYLANG,1.319611,103.887229,21.3,14.98,913.94,0,6.32,1.7407685621002,1,1
Kallang,Boon Keng,1.314884157,103.8723006,NATIONAL HEALTHCARE GROUP POLYCLINICS - GEYLANG,1.319611,103.887229,21.3,14.98,913.94,0,6.32,1.7407685621002,1,1
Kallang,Boon Keng,1.314884157,103.8723006,NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH,1.334796,103.858977,32.53,21.48,1357.47,1,8.25,2.6638204165342,0,0
Kallang,Boon Keng,1.314884157,103.8723006,NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH,1.334796,103.858977,33.38,21.23,1336.34,0,12.15,2.6638204165342,0,0
Kallang,Boon Keng,1.314884157,103.8723006,NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH,1.334796,103.858977,36.35,15.58,994.36,1,13.87,2.6638204165342,0,0
Kallang,Boon Keng,1.314884157,103.8723006,NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH,1.334796,103.858977,31.85,15.58,994.36,1,13.87,2.6638204165342,0,1
Kallang,Boon Keng,1.314884157,103.8723006,NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH,1.334796,103.858977,33.38,21.23,1336.34,0,12.15,2.6638204165342,0,1
Kallang,Boon Keng,1.314884157,103.8723006,NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH,1.334796,103.858977,34.25,2.6,149.98,2,25.53,2.6638204165342,0,1
Kallang,Boon Keng,1.314884157,103.8723006,NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH,1.334796,103.858977,32.53,21.48,1357.47,1,8.25,2.6638204165342,1,0
Kallang,Boon Keng,1.314884157,103.8723006,NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH,1.334796,103.858977,33.38,21.23,1336.34,0,12.15,2.6638204165342,1,0
Kallang,Boon Keng,1.314884157,103.8723006,NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH,1.334796,103.858977,36.35,15.58,994.36,1,13.87,2.6638204165342,1,0
Kallang,Boon Keng,1.314884157,103.8723006,NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH,1.334796,103.858977,31.85,15.58,994.36,1,13.87,2.6638204165342,1,1
Kallang,Boon Keng,1.314884157,103.8723006,NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH,1.334796,103.858977,33.38,21.23,1336.34,0,12.15,2.6638204165342,1,1
Kallang,Boon Keng,1.314884157,103.8723006,NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH,1.334796,103.858977,34.25,2.6,149.98,2,25.53,2.6638204165342,1,1
Kallang,Boon Keng,1.314884157,103.8723006,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,27.83,9.07,554.7,2,14.05,2.84376426144043,0,0
Kallang,Boon Keng,1.314884157,103.8723006,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,28.32,14.23,894.66,1,9.75,2.84376426144043,0,0
Kallang,Boon Keng,1.314884157,103.8723006,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,30.45,14.75,962.83,1,13.33,2.84376426144043,0,0
Kallang,Boon Keng,1.314884157,103.8723006,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,26.22,14.23,894.66,1,9.75,2.84376426144043,0,1
Kallang,Boon Keng,1.314884157,103.8723006,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,29.35,15.75,994.93,1,8.53,2.84376426144043,0,1
Kallang,Boon Keng,1.314884157,103.8723006,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,32.98,14.02,878.83,0,18.97,2.84376426144043,0,1
Kallang,Boon Keng,1.314884157,103.8723006,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,27.83,9.07,554.7,2,14.05,2.84376426144043,1,0
Kallang,Boon Keng,1.314884157,103.8723006,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,28.32,14.23,894.66,1,9.75,2.84376426144043,1,0
Kallang,Boon Keng,1.314884157,103.8723006,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,30.45,14.75,962.83,1,13.33,2.84376426144043,1,0
Kallang,Boon Keng,1.314884157,103.8723006,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,26.22,14.23,894.66,1,9.75,2.84376426144043,1,1
Kallang,Boon Keng,1.314884157,103.8723006,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,29.35,15.75,994.93,1,8.53,2.84376426144043,1,1
Kallang,Boon Keng,1.314884157,103.8723006,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,32.98,14.02,878.83,0,18.97,2.84376426144043,1,1
Kallang,Boon Keng,1.314884157,103.8723006,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,31.07,15.02,930.04,0,16.05,3.03305580873306,0,0
Kallang,Boon Keng,1.314884157,103.8723006,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,32.28,13.9,900.45,1,14.15,3.03305580873306,0,0
Kallang,Boon Keng,1.314884157,103.8723006,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,37.03,6.58,451.32,2,21.4,3.03305580873306,0,0
Kallang,Boon Keng,1.314884157,103.8723006,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,31.07,15.02,930.04,0,16.05,3.03305580873306,0,1
Kallang,Boon Keng,1.314884157,103.8723006,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,33.23,6.58,451.32,2,21.4,3.03305580873306,0,1
Kallang,Boon Keng,1.314884157,103.8723006,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,33.48,13.9,900.45,1,14.15,3.03305580873306,0,1
Kallang,Boon Keng,1.314884157,103.8723006,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,31.07,15.02,930.04,0,16.05,3.03305580873306,1,0
Kallang,Boon Keng,1.314884157,103.8723006,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,32.28,13.9,900.45,1,14.15,3.03305580873306,1,0
Kallang,Boon Keng,1.314884157,103.8723006,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,37.03,6.58,451.32,2,21.4,3.03305580873306,1,0
Kallang,Boon Keng,1.314884157,103.8723006,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,31.07,15.02,930.04,0,16.05,3.03305580873306,1,1
Kallang,Boon Keng,1.314884157,103.8723006,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,33.23,6.58,451.32,2,21.4,3.03305580873306,1,1
Kallang,Boon Keng,1.314884157,103.8723006,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,33.48,13.9,900.45,1,14.15,3.03305580873306,1,1
Kallang,Crawford,1.300762862,103.8638412,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,20.9,14.57,939.45,0,6.33,1.86775820679421,0,0
Kallang,Crawford,1.300762862,103.8638412,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,22.87,3.53,218.96,1,16.75,1.86775820679421,0,0
Kallang,Crawford,1.300762862,103.8638412,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,17.08,7.48,471.34,1,7.52,1.86775820679421,0,1
Kallang,Crawford,1.300762862,103.8638412,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,18.08,7.48,471.34,1,7.53,1.86775820679421,0,1
Kallang,Crawford,1.300762862,103.8638412,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,20.9,14.57,939.45,0,6.33,1.86775820679421,1,0
Kallang,Crawford,1.300762862,103.8638412,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,22.87,3.53,218.96,1,16.75,1.86775820679421,1,0
Kallang,Crawford,1.300762862,103.8638412,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,17.08,7.48,471.34,1,7.52,1.86775820679421,1,1
Kallang,Crawford,1.300762862,103.8638412,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,18.08,7.48,471.34,1,7.53,1.86775820679421,1,1
Kallang,Crawford,1.300762862,103.8638412,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,19.63,3.83,231.57,1,13.58,2.1686736929682,0,0
Kallang,Crawford,1.300762862,103.8638412,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,21.65,9.48,594.87,0,12.17,2.1686736929682,0,0
Kallang,Crawford,1.300762862,103.8638412,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,23.4,16.83,1124.11,0,6.57,2.1686736929682,0,0
Kallang,Crawford,1.300762862,103.8638412,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,20.63,3.83,231.57,1,13.58,2.1686736929682,0,1
Kallang,Crawford,1.300762862,103.8638412,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,23.4,16.83,1124.11,0,6.57,2.1686736929682,0,1
Kallang,Crawford,1.300762862,103.8638412,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,23.77,6.25,388.1,1,14.08,2.1686736929682,0,1
Kallang,Crawford,1.300762862,103.8638412,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,19.63,3.83,231.57,1,13.58,2.1686736929682,1,0
Kallang,Crawford,1.300762862,103.8638412,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,21.65,9.48,594.87,0,12.17,2.1686736929682,1,0
Kallang,Crawford,1.300762862,103.8638412,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,23.4,16.83,1124.11,0,6.57,2.1686736929682,1,0
Kallang,Crawford,1.300762862,103.8638412,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,20.63,3.83,231.57,1,13.58,2.1686736929682,1,1
