Planning_Area,Subzone,Subzone_Lat,Subzone_Long,Hospital_Polyclinic,Hospital_Polyclinic_Lat,Hospital_Polyclinic_Long,Duration (min),WalkTime (min),WalkDistance (m),Transfers,TransitTime (min),Heuristic Distance (km),Weekend,Peak Hour
Sengkang,Fernvale,1.395169989,103.8765069,NATIONAL HEALTHCARE GROUP POLYCLINICS - ANG MO KIO,1.37451,103.84582,60.78,4.4,276.09,1,53.9,4.11266571065231,1,0
Sengkang,Fernvale,1.395169989,103.8765069,NATIONAL HEALTHCARE GROUP POLYCLINICS - ANG MO KIO,1.37451,103.84582,34.23,11.58,746.97,0,22.65,4.11266571065231,1,1
Sengkang,Fernvale,1.395169989,103.8765069,NATIONAL HEALTHCARE GROUP POLYCLINICS - ANG MO KIO,1.37451,103.84582,35.83,7.22,446.58,1,24.08,4.11266571065231,1,1
Sengkang,Fernvale,1.395169989,103.8765069,NATIONAL HEALTHCARE GROUP POLYCLINICS - ANG MO KIO,1.37451,103.84582,36.07,7.22,446.58,1,24.1,4.11266571065231,1,1
Sengkang,Fernvale,1.395169989,103.8765069,KHOO TECK PUAT HOSPITAL,1.42457,103.839433,42.22,5.25,337.97,1,32.4,5.26035757423442,0,0
Sengkang,Fernvale,1.395169989,103.8765069,KHOO TECK PUAT HOSPITAL,1.42457,103.839433,42.75,14.95,984.93,0,27.8,5.26035757423442,0,0
Sengkang,Fernvale,1.395169989,103.8765069,KHOO TECK PUAT HOSPITAL,1.42457,103.839433,44.42,12.13,794.84,0,32.28,5.26035757423442,0,0
Sengkang,Fernvale,1.395169989,103.8765069,KHOO TECK PUAT HOSPITAL,1.42457,103.839433,35.5,5.25,337.97,1,27.3,5.26035757423442,0,1
Sengkang,Fernvale,1.395169989,103.8765069,KHOO TECK PUAT HOSPITAL,1.42457,103.839433,39.72,5.25,337.97,1,32.4,5.26035757423442,0,1
Sengkang,Fernvale,1.395169989,103.8765069,KHOO TECK PUAT HOSPITAL,1.42457,103.839433,42.75,14.95,984.93,0,27.8,5.26035757423442,0,1
Sengkang,Fernvale,1.395169989,103.8765069,KHOO TECK PUAT HOSPITAL,1.42457,103.839433,42.22,5.25,337.97,1,32.4,5.26035757423442,1,0
Sengkang,Fernvale,1.395169989,103.8765069,KHOO TECK PUAT HOSPITAL,1.42457,103.839433,42.75,14.95,984.93,0,27.8,5.26035757423442,1,0
Sengkang,Fernvale,1.395169989,103.8765069,KHOO TECK PUAT HOSPITAL,1.42457,103.839433,44.42,12.13,794.84,0,32.28,5.26035757423442,1,0
Sengkang,Fernvale,1.395169989,103.8765069,KHOO TECK PUAT HOSPITAL,1.42457,103.839433,35.5,5.25,337.97,1,27.3,5.26035757423442,1,1
Sengkang,Fernvale,1.395169989,103.8765069,KHOO TECK PUAT HOSPITAL,1.42457,103.839433,39.72,5.25,337.97,1,32.4,5.26035757423442,1,1
Sengkang,Fernvale,1.395169989,103.8765069,KHOO TECK PUAT HOSPITAL,1.42457,103.839433,42.75,14.95,984.93,0,27.8,5.26035757423442,1,1
Sengkang,Lorong Halus North,1.381678239,103.9107687,SINGHEALTH POLYCLINICS - SENGKANG,1.392945,103.895375,24.05,19.12,1323.87,0,4.93,2.12078490204864,0,0
Sengkang,Lorong Halus North,1.381678239,103.9107687,SINGHEALTH POLYCLINICS - SENGKANG,1.392945,103.895375,24.58,14.13,954.55,0,10.45,2.12078490204864,0,0
Sengkang,Lorong Halus North,1.381678239,103.9107687,SINGHEALTH POLYCLINICS - SENGKANG,1.392945,103.895375,22.15,19.12,1323.87,0,3.03,2.12078490204864,0,1
Sengkang,Lorong Halus North,1.381678239,103.9107687,SINGHEALTH POLYCLINICS - SENGKANG,1.392945,103.895375,23.22,12.25,833.36,1,8.97,2.12078490204864,0,1
Sengkang,Lorong Halus North,1.381678239,103.9107687,SINGHEALTH POLYCLINICS - SENGKANG,1.392945,103.895375,24.58,14.13,954.55,0,10.45,2.12078490204864,0,1
Sengkang,Lorong Halus North,1.381678239,103.9107687,SINGHEALTH POLYCLINICS - SENGKANG,1.392945,103.895375,24.05,19.12,1323.87,0,4.93,2.12078490204864,1,0
Sengkang,Lorong Halus North,1.381678239,103.9107687,SINGHEALTH POLYCLINICS - SENGKANG,1.392945,103.895375,24.58,14.13,954.55,0,10.45,2.12078490204864,1,0
Sengkang,Lorong Halus North,1.381678239,103.9107687,SINGHEALTH POLYCLINICS - SENGKANG,1.392945,103.895375,22.15,19.12,1323.87,0,3.03,2.12078490204864,1,1
Sengkang,Lorong Halus North,1.381678239,103.9107687,SINGHEALTH POLYCLINICS - SENGKANG,1.392945,103.895375,23.22,12.25,833.36,1,8.97,2.12078490204864,1,1
Sengkang,Lorong Halus North,1.381678239,103.9107687,SINGHEALTH POLYCLINICS - SENGKANG,1.392945,103.895375,24.58,14.13,954.55,0,10.45,2.12078490204864,1,1
Sengkang,Lorong Halus North,1.381678239,103.9107687,SENGKANG GENERAL HOSPITAL,1.395568,103.894595,27.5,20.13,1393.27,1,4.97,2.37020119610218,0,0
Sengkang,Lorong Halus North,1.381678239,103.9107687,SENGKANG GENERAL HOSPITAL,1.395568,103.894595,27.83,20.05,1367.87,0,7.78,2.37020119610218,0,0
Sengkang,Lorong Halus North,1.381678239,103.9107687,SENGKANG GENERAL HOSPITAL,1.395568,103.894595,30.42,25.48,1743.52,0,4.93,2.37020119610218,0,0
Sengkang,Lorong Halus North,1.381678239,103.9107687,SENGKANG GENERAL HOSPITAL,1.395568,103.894595,27.83,20.05,1367.87,0,7.78,2.37020119610218,0,1
Sengkang,Lorong Halus North,1.381678239,103.9107687,SENGKANG GENERAL HOSPITAL,1.395568,103.894595,28.52,25.48,1743.52,0,3.03,2.37020119610218,0,1
Sengkang,Lorong Halus North,1.381678239,103.9107687,SENGKANG GENERAL HOSPITAL,1.395568,103.894595,29.4,22.12,1519.94,0,7.28,2.37020119610218,0,1
Sengkang,Lorong Halus North,1.381678239,103.9107687,SENGKANG GENERAL HOSPITAL,1.395568,103.894595,27.5,20.13,1393.27,1,4.97,2.37020119610218,1,0
Sengkang,Lorong Halus North,1.381678239,103.9107687,SENGKANG GENERAL HOSPITAL,1.395568,103.894595,27.83,20.05,1367.87,0,7.78,2.37020119610218,1,0
Sengkang,Lorong Halus North,1.381678239,103.9107687,SENGKANG GENERAL HOSPITAL,1.395568,103.894595,30.42,25.48,1743.52,0,4.93,2.37020119610218,1,0
Sengkang,Lorong Halus North,1.381678239,103.9107687,SENGKANG GENERAL HOSPITAL,1.395568,103.894595,27.83,20.05,1367.87,0,7.78,2.37020119610218,1,1
Sengkang,Lorong Halus North,1.381678239,103.9107687,SENGKANG GENERAL HOSPITAL,1.395568,103.894595,28.52,25.48,1743.52,0,3.03,2.37020119610218,1,1
Sengkang,Lorong Halus North,1.381678239,103.9107687,SENGKANG GENERAL HOSPITAL,1.395568,103.894595,29.4,22.12,1519.94,0,7.28,2.37020119610218,1,1
Sengkang,Lorong Halus North,1.381678239,103.9107687,NATIONAL HEALTHCARE GROUP POLYCLINICS - HOUGANG,1.370231,103.889319,22.62,14.12,984.05,0,8.5,2.70289140735222,0,0
Sengkang,Lorong Halus North,1.381678239,103.9107687,NATIONAL HEALTHCARE GROUP POLYCLINICS - HOUGANG,1.370231,103.889319,29.08,23.75,1633.22,0,5.33,2.70289140735222,0,0
Sengkang,Lorong Halus North,1.381678239,103.9107687,NATIONAL HEALTHCARE GROUP POLYCLINICS - HOUGANG,1.370231,103.889319,30.02,22.97,1529.28,0,7.05,2.70289140735222,0,0
Sengkang,Lorong Halus North,1.381678239,103.9107687,NATIONAL HEALTHCARE GROUP POLYCLINICS - HOUGANG,1.370231,103.889319,22.62,14.12,984.05,0,8.5,2.70289140735222,0,1
Sengkang,Lorong Halus North,1.381678239,103.9107687,NATIONAL HEALTHCARE GROUP POLYCLINICS - HOUGANG,1.370231,103.889319,25.65,19.82,1331.3,0,5.83,2.70289140735222,0,1
Sengkang,Lorong Halus North,1.381678239,103.9107687,NATIONAL HEALTHCARE GROUP POLYCLINICS - HOUGANG,1.370231,103.889319,29.1,23.75,1633.22,0,5.35,2.70289140735222,0,1
Sengkang,Lorong Halus North,1.381678239,103.9107687,NATIONAL HEALTHCARE GROUP POLYCLINICS - HOUGANG,1.370231,103.889319,22.62,14.12,984.05,0,8.5,2.70289140735222,1,0
Sengkang,Lorong Halus North,1.381678239,103.9107687,NATIONAL HEALTHCARE GROUP POLYCLINICS - HOUGANG,1.370231,103.889319,29.08,23.75,1633.22,0,5.33,2.70289140735222,1,0
Sengkang,Lorong Halus North,1.381678239,103.9107687,NATIONAL HEALTHCARE GROUP POLYCLINICS - HOUGANG,1.370231,103.889319,30.02,22.97,1529.28,0,7.05,2.70289140735222,1,0
Sengkang,Lorong Halus North,1.381678239,103.9107687,NATIONAL HEALTHCARE GROUP POLYCLINICS - HOUGANG,1.370231,103.889319,22.62,14.12,984.05,0,8.5,2.70289140735222,1,1
Sengkang,Lorong Halus North,1.381678239,103.9107687,NATIONAL HEALTHCARE GROUP POLYCLINICS - HOUGANG,1.370231,103.889319,25.65,19.82,1331.3,0,5.83,2.70289140735222,1,1
Sengkang,Lorong Halus North,1.381678239,103.9107687,NATIONAL HEALTHCARE GROUP POLYCLINICS - HOUGANG,1.370231,103.889319,29.1,23.75,1633.22,0,5.35,2.70289140735222,1,1
Sengkang,Lorong Halus North,1.381678239,103.9107687,SINGHEALTH POLYCLINICS - PASIR RIS,1.373674,103.948332,46.87,19.52,1372.59,1,23.85,4.26944170854834,0,0
Sengkang,Lorong Halus North,1.381678239,103.9107687,SINGHEALTH POLYCLINICS - PASIR RIS,1.373674,103.948332,50.3,15.52,1087.37,2,24.47,4.26944170854834,0,0
Sengkang,Lorong Halus North,1.381678239,103.9107687,SINGHEALTH POLYCLINICS - PASIR RIS,1.373674,103.948332,45.52,19.52,1372.59,1,23.85,4.26944170854834,0,1
Sengkang,Lorong Halus North,1.381678239,103.9107687,SINGHEALTH POLYCLINICS - PASIR RIS,1.373674,103.948332,49.8,16.23,1144.42,1,28.43,4.26944170854834,0,1
Sengkang,Lorong Halus North,1.381678239,103.9107687,SINGHEALTH POLYCLINICS - PASIR RIS,1.373674,103.948332,51.92,17.9,1235.92,1,29.77,4.26944170854834,0,1
Sengkang,Lorong Halus North,1.381678239,103.9107687,SINGHEALTH POLYCLINICS - PASIR RIS,1.373674,103.948332,46.87,19.52,1372.59,1,23.85,4.26944170854834,1,0
Sengkang,Lorong Halus North,1.381678239,103.9107687,SINGHEALTH POLYCLINICS - PASIR RIS,1.373674,103.948332,50.3,15.52,1087.37,2,24.47,4.26944170854834,1,0
Sengkang,Lorong Halus North,1.381678239,103.9107687,SINGHEALTH POLYCLINICS - PASIR RIS,1.373674,103.948332,45.52,19.52,1372.59,1,23.85,4.26944170854834,1,1
Sengkang,Lorong Halus North,1.381678239,103.9107687,SINGHEALTH POLYCLINICS - PASIR RIS,1.373674,103.948332,49.8,16.23,1144.42,1,28.43,4.26944170854834,1,1
Sengkang,Lorong Halus North,1.381678239,103.9107687,SINGHEALTH POLYCLINICS - PASIR RIS,1.373674,103.948332,51.92,17.9,1235.92,1,29.77,4.26944170854834,1,1
Sengkang,Lorong Halus North,1.381678239,103.9107687,SINGHEALTH POLYCLINICS - TAMPINES,1.357631,103.946114,36.72,15.27,1069.84,1,19.18,4.75265138944939,0,0
Sengkang,Lorong Halus North,1.381678239,103.9107687,SINGHEALTH POLYCLINICS - TAMPINES,1.357631,103.946114,40.17,15.27,1069.84,1,21.87,4.75265138944939,0,0
Sengkang,Lorong Halus North,1.381678239,103.9107687,SINGHEALTH POLYCLINICS - TAMPINES,1.357631,103.946114,41.13,20.47,1387.38,0,20.67,4.75265138944939,0,0
Sengkang,Lorong Halus North,1.381678239,103.9107687,SINGHEALTH POLYCLINICS - TAMPINES,1.357631,103.946114,38.68,15.27,1069.84,1,19.18,4.75265138944939,0,1
Sengkang,Lorong Halus North,1.381678239,103.9107687,SINGHEALTH POLYCLINICS - TAMPINES,1.357631,103.946114,40.18,14.63,1026.5,1,23.33,4.75265138944939,0,1
Sengkang,Lorong Halus North,1.381678239,103.9107687,SINGHEALTH POLYCLINICS - TAMPINES,1.357631,103.946114,41.13,20.47,1387.38,0,20.67,4.75265138944939,0,1
Sengkang,Lorong Halus North,1.381678239,103.9107687,SINGHEALTH POLYCLINICS - TAMPINES,1.357631,103.946114,36.72,15.27,1069.84,1,19.18,4.75265138944939,1,0
Sengkang,Lorong Halus North,1.381678239,103.9107687,SINGHEALTH POLYCLINICS - TAMPINES,1.357631,103.946114,40.17,15.27,1069.84,1,21.87,4.75265138944939,1,0
Sengkang,Lorong Halus North,1.381678239,103.9107687,SINGHEALTH POLYCLINICS - TAMPINES,1.357631,103.946114,41.13,20.47,1387.38,0,20.67,4.75265138944939,1,0
Sengkang,Lorong Halus North,1.381678239,103.9107687,SINGHEALTH POLYCLINICS - TAMPINES,1.357631,103.946114,38.68,15.27,1069.84,1,19.18,4.75265138944939,1,1
Sengkang,Lorong Halus North,1.381678239,103.9107687,SINGHEALTH POLYCLINICS - TAMPINES,1.357631,103.946114,40.18,14.63,1026.5,1,23.33,4.75265138944939,1,1
Sengkang,Lorong Halus North,1.381678239,103.9107687,SINGHEALTH POLYCLINICS - TAMPINES,1.357631,103.946114,41.13,20.47,1387.38,0,20.67,4.75265138944939,1,1
Sengkang,Rivervale,1.387612738,103.9050035,SINGHEALTH POLYCLINICS - SENGKANG,1.392945,103.895375,8.5,4.87,318.88,0,3.63,1.2235810889529,0,0
Sengkang,Rivervale,1.387612738,103.9050035,SINGHEALTH POLYCLINICS - SENGKANG,1.392945,103.895375,8.67,3.8,239.27,0,4.87,1.2235810889529,0,0
Sengkang,Rivervale,1.387612738,103.9050035,SINGHEALTH POLYCLINICS - SENGKANG,1.392945,103.895375,9.37,5.97,366.87,0,3.4,1.2235810889529,0,0
Sengkang,Rivervale,1.387612738,103.9050035,SINGHEALTH POLYCLINICS - SENGKANG,1.392945,103.895375,8.5,4.87,318.88,0,3.63,1.2235810889529,0,1
Sengkang,Rivervale,1.387612738,103.9050035,SINGHEALTH POLYCLINICS - SENGKANG,1.392945,103.895375,8.67,3.8,239.27,0,4.87,1.2235810889529,0,1
Sengkang,Rivervale,1.387612738,103.9050035,SINGHEALTH POLYCLINICS - SENGKANG,1.392945,103.895375,9.37,5.97,366.87,0,3.4,1.2235810889529,0,1
Sengkang,Rivervale,1.387612738,103.9050035,SINGHEALTH POLYCLINICS - SENGKANG,1.392945,103.895375,8.5,4.87,318.88,0,3.63,1.2235810889529,1,0
Sengkang,Rivervale,1.387612738,103.9050035,SINGHEALTH POLYCLINICS - SENGKANG,1.392945,103.895375,8.67,3.8,239.27,0,4.87,1.2235810889529,1,0
Sengkang,Rivervale,1.387612738,103.9050035,SINGHEALTH POLYCLINICS - SENGKANG,1.392945,103.895375,9.37,5.97,366.87,0,3.4,1.2235810889529,1,0
Sengkang,Rivervale,1.387612738,103.9050035,SINGHEALTH POLYCLINICS - SENGKANG,1.392945,103.895375,8.5,4.87,318.88,0,3.63,1.2235810889529,1,1
Sengkang,Rivervale,1.387612738,103.9050035,SINGHEALTH POLYCLINICS - SENGKANG,1.392945,103.895375,8.67,3.8,239.27,0,4.87,1.2235810889529,1,1
Sengkang,Rivervale,1.387612738,103.9050035,SINGHEALTH POLYCLINICS - SENGKANG,1.392945,103.895375,9.37,5.97,366.87,0,3.4,1.2235810889529,1,1
Sengkang,Rivervale,1.387612738,103.9050035,SENGKANG GENERAL HOSPITAL,1.395568,103.894595,10.7,4.37,288.68,0,6.33,1.45643779782889,0,0
Sengkang,Rivervale,1.387612738,103.9050035,SENGKANG GENERAL HOSPITAL,1.395568,103.894595,10.7,4.37,288.68,0,6.33,1.45643779782889,0,1
Sengkang,Rivervale,1.387612738,103.9050035,SENGKANG GENERAL HOSPITAL,1.395568,103.894595,12.25,6.43,440.75,0,5.82,1.45643779782889,0,1
Sengkang,Rivervale,1.387612738,103.9050035,SENGKANG GENERAL HOSPITAL,1.395568,103.894595,10.7,4.37,288.68,0,6.33,1.45643779782889,1,0
Sengkang,Rivervale,1.387612738,103.9050035,SENGKANG GENERAL HOSPITAL,1.395568,103.894595,10.7,4.37,288.68,0,6.33,1.45643779782889,1,1
Sengkang,Rivervale,1.387612738,103.9050035,SENGKANG GENERAL HOSPITAL,1.395568,103.894595,12.25,6.43,440.75,0,5.82,1.45643779782889,1,1
Sengkang,Rivervale,1.387612738,103.9050035,NATIONAL HEALTHCARE GROUP POLYCLINICS - HOUGANG,1.370231,103.889319,17.6,5.73,365.56,1,9.03,2.60297299558386,0,0
Sengkang,Rivervale,1.387612738,103.9050035,NATIONAL HEALTHCARE GROUP POLYCLINICS - HOUGANG,1.370231,103.889319,18.5,10.23,660.21,0,8.27,2.60297299558386,0,0
Sengkang,Rivervale,1.387612738,103.9050035,NATIONAL HEALTHCARE GROUP POLYCLINICS - HOUGANG,1.370231,103.889319,19.72,12.67,850.79,0,7.05,2.60297299558386,0,0
Sengkang,Rivervale,1.387612738,103.9050035,NATIONAL HEALTHCARE GROUP POLYCLINICS - HOUGANG,1.370231,103.889319,18.12,5.73,365.56,1,9.02,2.60297299558386,0,1
Sengkang,Rivervale,1.387612738,103.9050035,NATIONAL HEALTHCARE GROUP POLYCLINICS - HOUGANG,1.370231,103.889319,19.13,9.27,568.72,1,7.18,2.60297299558386,0,1
Sengkang,Rivervale,1.387612738,103.9050035,NATIONAL HEALTHCARE GROUP POLYCLINICS - HOUGANG,1.370231,103.889319,23.68,4.17,270.37,1,17.02,2.60297299558386,0,1
Sengkang,Rivervale,1.387612738,103.9050035,NATIONAL HEALTHCARE GROUP POLYCLINICS - HOUGANG,1.370231,103.889319,17.6,5.73,365.56,1,9.03,2.60297299558386,1,0
Sengkang,Rivervale,1.387612738,103.9050035,NATIONAL HEALTHCARE GROUP POLYCLINICS - HOUGANG,1.370231,103.889319,18.5,10.23,660.21,0,8.27,2.60297299558386,1,0
Sengkang,Rivervale,1.387612738,103.9050035,NATIONAL HEALTHCARE GROUP POLYCLINICS - HOUGANG,1.370231,103.889319,19.72,12.67,850.79,0,7.05,2.60297299558386,1,0
Sengkang,Rivervale,1.387612738,103.9050035,NATIONAL HEALTHCARE GROUP POLYCLINICS - HOUGANG,1.370231,103.889319,18.12,5.73,365.56,1,9.02,2.60297299558386,1,1
Sengkang,Rivervale,1.387612738,103.9050035,NATIONAL HEALTHCARE GROUP POLYCLINICS - HOUGANG,1.370231,103.889319,19.13,9.27,568.72,1,7.18,2.60297299558386,1,1
Sengkang,Rivervale,1.387612738,103.9050035,NATIONAL HEALTHCARE GROUP POLYCLINICS - HOUGANG,1.370231,103.889319,23.68,4.17,270.37,1,17.02,2.60297299558386,1,1
Sengkang,Rivervale,1.387612738,103.9050035,SINGHEALTH POLYCLINICS - PASIR RIS,1.373674,103.948332,32.32,6.33,417.82,1,23.8,5.05974480898949,0,0
Sengkang,Rivervale,1.387612738,103.9050035,SINGHEALTH POLYCLINICS - PASIR RIS,1.373674,103.948332,35.18,4.3,283.49,2,26.42,5.05974480898949,0,0
Sengkang,Rivervale,1.387612738,103.9050035,SINGHEALTH POLYCLINICS - PASIR RIS,1.373674,103.948332,36.13,4.83,327.01,1,25.17,5.05974480898949,0,0
Sengkang,Rivervale,1.387612738,103.9050035,SINGHEALTH POLYCLINICS - PASIR RIS,1.373674,103.948332,34.32,6.33,417.82,1,23.8,5.05974480898949,0,1
Sengkang,Rivervale,1.387612738,103.9050035,SINGHEALTH POLYCLINICS - PASIR RIS,1.373674,103.948332,36.63,4.83,327.01,1,25.17,5.05974480898949,0,1
Sengkang,Rivervale,1.387612738,103.9050035,SINGHEALTH POLYCLINICS - PASIR RIS,1.373674,103.948332,38.25,5.45,367.01,1,23.02,5.05974480898949,0,1
Sengkang,Rivervale,1.387612738,103.9050035,SINGHEALTH POLYCLINICS - PASIR RIS,1.373674,103.948332,32.32,6.33,417.82,1,23.8,5.05974480898949,1,0
Sengkang,Rivervale,1.387612738,103.9050035,SINGHEALTH POLYCLINICS - PASIR RIS,1.373674,103.948332,35.18,4.3,283.49,2,26.42,5.05974480898949,1,0
Sengkang,Rivervale,1.387612738,103.9050035,SINGHEALTH POLYCLINICS - PASIR RIS,1.373674,103.948332,36.13,4.83,327.01,1,25.17,5.05974480898949,1,0
Sengkang,Rivervale,1.387612738,103.9050035,SINGHEALTH POLYCLINICS - PASIR RIS,1.373674,103.948332,34.32,6.33,417.82,1,23.8,5.05974480898949,1,1
Sengkang,Rivervale,1.387612738,103.9050035,SINGHEALTH POLYCLINICS - PASIR RIS,1.373674,103.948332,36.63,4.83,327.01,1,25.17,5.05974480898949,1,1
Sengkang,Rivervale,1.387612738,103.9050035,SINGHEALTH POLYCLINICS - PASIR RIS,1.373674,103.948332,38.25,5.45,367.01,1,23.02,5.05974480898949,1,1
Sengkang,Rivervale,1.387612738,103.9050035,SINGHEALTH POLYCLINICS - TAMPINES,1.357631,103.946114,34.6,5.28,347.96,1,26.85,5.65676033852509,0,0
Sengkang,Rivervale,1.387612738,103.9050035,SINGHEALTH POLYCLINICS - TAMPINES,1.357631,103.946114,35.17,6.78,438.77,1,25.95,5.65676033852509,0,0
Sengkang,Rivervale,1.387612738,103.9050035,SINGHEALTH POLYCLINICS - TAMPINES,1.357631,103.946114,35.25,5.28,347.96,1,27.33,5.65676033852509,0,0
Sengkang,Rivervale,1.387612738,103.9050035,SINGHEALTH POLYCLINICS - TAMPINES,1.357631,103.946114,35.93,6.78,438.77,1,25.97,5.65676033852509,0,1
Sengkang,Rivervale,1.387612738,103.9050035,SINGHEALTH POLYCLINICS - TAMPINES,1.357631,103.946114,37.37,5.28,347.96,1,26.85,5.65676033852509,0,1
Sengkang,Rivervale,1.387612738,103.9050035,SINGHEALTH POLYCLINICS - TAMPINES,1.357631,103.946114,41.25,5.28,347.96,1,27.33,5.65676033852509,0,1
Sengkang,Rivervale,1.387612738,103.9050035,SINGHEALTH POLYCLINICS - TAMPINES,1.357631,103.946114,34.6,5.28,347.96,1,26.85,5.65676033852509,1,0
Sengkang,Rivervale,1.387612738,103.9050035,SINGHEALTH POLYCLINICS - TAMPINES,1.357631,103.946114,35.17,6.78,438.77,1,25.95,5.65676033852509,1,0
Sengkang,Rivervale,1.387612738,103.9050035,SINGHEALTH POLYCLINICS - TAMPINES,1.357631,103.946114,35.25,5.28,347.96,1,27.33,5.65676033852509,1,0
Sengkang,Rivervale,1.387612738,103.9050035,SINGHEALTH POLYCLINICS - TAMPINES,1.357631,103.946114,35.93,6.78,438.77,1,25.97,5.65676033852509,1,1
Sengkang,Rivervale,1.387612738,103.9050035,SINGHEALTH POLYCLINICS - TAMPINES,1.357631,103.946114,37.37,5.28,347.96,1,26.85,5.65676033852509,1,1
Sengkang,Rivervale,1.387612738,103.9050035,SINGHEALTH POLYCLINICS - TAMPINES,1.357631,103.946114,41.25,5.28,347.96,1,27.33,5.65676033852509,1,1
Sengkang,Sengkang Town Centre,1.391595219,103.897691,SINGHEALTH POLYCLINICS - SENGKANG,1.392945,103.895375,4.53,3.82,247.49,0,0.72,0.29800651399228,0,0
Sengkang,Sengkang Town Centre,1.391595219,103.897691,SINGHEALTH POLYCLINICS - SENGKANG,1.392945,103.895375,4.53,3.82,247.49,0,0.72,0.29800651399228,0,1
Sengkang,Sengkang Town Centre,1.391595219,103.897691,SINGHEALTH POLYCLINICS - SENGKANG,1.392945,103.895375,4.53,3.82,247.49,0,0.72,0.29800651399228,1,0
Sengkang,Sengkang Town Centre,1.391595219,103.897691,SINGHEALTH POLYCLINICS - SENGKANG,1.392945,103.895375,4.53,3.82,247.49,0,0.72,0.29800651399228,1,1
Sengkang,Sengkang Town Centre,1.391595219,103.897691,SENGKANG GENERAL HOSPITAL,1.395568,103.894595,7.07,6.12,401.13,0,0.95,0.559991334356697,0,0
Sengkang,Sengkang Town Centre,1.391595219,103.897691,SENGKANG GENERAL HOSPITAL,1.395568,103.894595,10.8,9.85,656.11,0,0.95,0.559991334356697,0,0
Sengkang,Sengkang Town Centre,1.391595219,103.897691,SENGKANG GENERAL HOSPITAL,1.395568,103.894595,9.77,8.77,551.61,0,1.0,0.559991334356697,0,1
Sengkang,Sengkang Town Centre,1.391595219,103.897691,SENGKANG GENERAL HOSPITAL,1.395568,103.894595,10.9,10.18,667.14,0,0.72,0.559991334356697,0,1
Sengkang,Sengkang Town Centre,1.391595219,103.897691,SENGKANG GENERAL HOSPITAL,1.395568,103.894595,7.07,6.12,401.13,0,0.95,0.559991334356697,1,0
Sengkang,Sengkang Town Centre,1.391595219,103.897691,SENGKANG GENERAL HOSPITAL,1.395568,103.894595,10.8,9.85,656.11,0,0.95,0.559991334356697,1,0
Sengkang,Sengkang Town Centre,1.391595219,103.897691,SENGKANG GENERAL HOSPITAL,1.395568,103.894595,9.77,8.77,551.61,0,1.0,0.559991334356697,1,1
Sengkang,Sengkang Town Centre,1.391595219,103.897691,SENGKANG GENERAL HOSPITAL,1.395568,103.894595,10.9,10.18,667.14,0,0.72,0.559991334356697,1,1
Sengkang,Sengkang Town Centre,1.391595219,103.897691,NATIONAL HEALTHCARE GROUP POLYCLINICS - HOUGANG,1.370231,103.889319,14.83,4.62,304.26,0,10.22,2.55138335476825,0,0
Sengkang,Sengkang Town Centre,1.391595219,103.897691,NATIONAL HEALTHCARE GROUP POLYCLINICS - HOUGANG,1.370231,103.889319,14.83,4.62,304.26,0,10.22,2.55138335476825,0,0
Sengkang,Sengkang Town Centre,1.391595219,103.897691,NATIONAL HEALTHCARE GROUP POLYCLINICS - HOUGANG,1.370231,103.889319,16.8,7.57,483.14,0,9.23,2.55138335476825,0,0
Sengkang,Sengkang Town Centre,1.391595219,103.897691,NATIONAL HEALTHCARE GROUP POLYCLINICS - HOUGANG,1.370231,103.889319,14.83,4.62,304.26,0,10.22,2.55138335476825,0,1
Sengkang,Sengkang Town Centre,1.391595219,103.897691,NATIONAL HEALTHCARE GROUP POLYCLINICS - HOUGANG,1.370231,103.889319,14.83,4.62,304.26,0,10.22,2.55138335476825,0,1
Sengkang,Sengkang Town Centre,1.391595219,103.897691,NATIONAL HEALTHCARE GROUP POLYCLINICS - HOUGANG,1.370231,103.889319,14.83,4.62,304.26,0,10.22,2.55138335476825,0,1
Sengkang,Sengkang Town Centre,1.391595219,103.897691,NATIONAL HEALTHCARE GROUP POLYCLINICS - HOUGANG,1.370231,103.889319,14.83,4.62,304.26,0,10.22,2.55138335476825,1,0
Sengkang,Sengkang Town Centre,1.391595219,103.897691,NATIONAL HEALTHCARE GROUP POLYCLINICS - HOUGANG,1.370231,103.889319,14.83,4.62,304.26,0,10.22,2.55138335476825,1,0
Sengkang,Sengkang Town Centre,1.391595219,103.897691,NATIONAL HEALTHCARE GROUP POLYCLINICS - HOUGANG,1.370231,103.889319,16.8,7.57,483.14,0,9.23,2.55138335476825,1,0
Sengkang,Sengkang Town Centre,1.391595219,103.897691,NATIONAL HEALTHCARE GROUP POLYCLINICS - HOUGANG,1.370231,103.889319,14.83,4.62,304.26,0,10.22,2.55138335476825,1,1
Sengkang,Sengkang Town Centre,1.391595219,103.897691,NATIONAL HEALTHCARE GROUP POLYCLINICS - HOUGANG,1.370231,103.889319,14.83,4.62,304.26,0,10.22,2.55138335476825,1,1
Sengkang,Sengkang Town Centre,1.391595219,103.897691,NATIONAL HEALTHCARE GROUP POLYCLINICS - HOUGANG,1.370231,103.889319,14.83,4.62,304.26,0,10.22,2.55138335476825,1,1
Sengkang,Sengkang Town Centre,1.391595219,103.897691,SINGHEALTH POLYCLINICS - PASIR RIS,1.373674,103.948332,29.32,4.85,335.23,0,24.47,5.97168297697355,0,0
